ID, X, Y
000,372177.2206,595368.3368
001,490368.6042,230757.6270
002,383767.4231,225600.8390
003,233689.5105,315677.9521
004,118192.2134,445919.5015
005,301181.0936,100291.8879
006,454140.8717,325404.9697
007,106297.1442,611523.2470
008,520716.3686,250039.7458
009,363938.6451,340727.0668
010,574517.1556,497352.8450
011,77287.4108,248478.7045
012,177399.0255,352021.0648
013,403611.0804,609759.5748
014,502471.0442,384097.8075
015,166961.2634,283142.1172
016,553691.0645,356409.9537
017,296711.4802,587452.1340
018,305186.3282,205307.6636
019,324252.2805,597081.3117
020,240136.4584,380378.3457
021,211422.3627,510806.5430
022,204620.5193,460438.5102
023,192830.3433,441835.0108
024,141462.0911,586028.8304
025,458583.2810,180344.6130
026,344822.8087,608889.2854
027,543174.7021,554904.4222
028,144358.4431,321640.0599
029,532799.7042,150961.6876
030,538633.3545,253312.6036
031,386013.3319,578604.1504
032,209119.3839,412821.2188
033,260665.2751,322810.2987
034,533182.8182,301659.6716
035,225027.6055,498867.6979
036,300954.2614,373984.4242
037,84595.3816,180179.0043
038,558859.3434,506807.2033
039,225188.6781,75881.0150
040,379542.4609,317703.3367
041,401226.1158,306157.7743
042,388460.0659,88516.2783
043,279327.9005,417346.7054
044,380862.8543,398895.5568
045,467014.2330,437788.6427
046,446629.4315,385458.6554
047,491794.7872,102879.1227
048,571837.0325,579190.2909
049,282162.3223,431306.0452
