ID, APP, DR, X, Y
000,00,05,4650.3191,7160.2887
001,00,05,6970.6023,8341.1081
002,02,05,2583.1671,3670.9618
003,00,05,2853.7169,5254.2601
004,00,05,2851.2476,9304.2248
005,01,05,6066.4182,5738.8032
006,02,05,7241.2300,9372.8623
007,01,05,4450.4603,7234.7718
008,00,05,8416.4634,5494.8688
009,00,05,7471.3844,6088.2219
010,01,05,3929.7525,12461.3005
011,00,05,3021.0608,9688.1840
012,01,05,5266.2730,7126.0825
013,02,05,2633.5336,5184.3872
014,00,05,4925.4793,4319.7203
015,02,05,4098.9156,11611.8611
016,01,05,6257.6387,4592.9623
017,00,05,4922.5774,7249.5131
018,01,05,0847.2452,9338.6910
019,01,05,2176.2882,10627.6288
020,00,05,1981.5696,3701.0673
021,00,05,6049.7495,3304.7789
022,00,05,3838.8103,11038.6020
023,02,05,1812.4688,12107.0476
024,01,05,2685.3224,8473.8686
025,02,05,2148.2289,3610.7313
026,02,05,7150.5376,8248.2036
027,01,05,3342.1817,7953.0170
028,02,05,1559.6783,9193.9701
029,00,05,3645.5491,10291.4956
030,02,05,5998.8023,7267.3725
031,01,05,3303.7899,8717.4489
032,01,05,4695.7335,2394.5594
033,01,05,2526.8620,10946.8261
034,00,05,1682.6398,7105.5980
035,02,05,6770.6627,2987.8874
036,01,05,7089.8877,5457.4103
037,02,05,1334.2176,7263.5280
038,01,05,5344.2432,4643.6567
039,02,05,2833.0980,11748.5754
040,02,05,2930.0105,4970.4650
041,02,05,3293.5801,9486.7869
042,02,05,4718.7000,10823.4193
043,02,05,0828.4350,6456.4630
044,01,05,8610.8149,8395.6844
045,00,05,1061.9011,9508.8694
046,00,05,3434.2709,12851.4287
047,00,05,8515.7297,5553.2462
048,02,05,2642.2198,9889.4827
049,00,05,1810.9221,6008.2981
050,00,05,6270.9690,7934.4680
051,02,05,8686.3516,6075.7093
052,01,05,1727.0903,6574.6077
053,00,05,8927.4383,8200.6672
054,00,05,5187.0605,5285.9389
055,02,05,0720.0324,12309.6898
056,00,05,0852.9350,5141.9281
057,01,05,3951.4680,5432.7537
058,00,05,5702.9562,8413.7734
059,02,05,7139.6992,6808.5044
060,02,05,4358.7683,3115.2949
061,01,05,7118.4979,4488.9750
062,01,05,6460.9529,3957.2928
063,02,05,4295.4323,5565.0952
064,02,05,5283.1641,6565.8373
065,02,05,3062.9029,5341.5052
066,02,05,0563.6524,5443.7572
067,02,05,1717.1687,6646.0747
068,02,05,0982.3017,4482.3851
069,01,05,1963.1370,6182.8902
070,01,05,7445.0539,4483.0915
071,02,05,4372.0031,12007.9633
072,01,05,7285.1133,4120.5708
073,01,05,4586.6944,5348.7878
074,00,05,2894.6511,8224.6985
075,01,05,3578.6886,3973.0831
076,02,05,2734.7979,5023.8462
077,01,05,5017.3401,2580.3743
078,02,05,4868.0989,2962.2584
079,02,05,2851.0658,11265.8013
080,02,05,0235.9888,8679.4131
081,00,05,1109.8459,11424.3428
082,02,05,5017.4898,3857.8902
083,02,05,4709.0294,11164.5651
084,00,05,1722.6911,6505.8971
085,00,05,2340.7858,5715.5135
086,01,05,8993.7610,7878.0740
087,01,05,4009.6421,10402.9997
088,00,05,1783.2852,10638.6101
089,00,05,3865.8103,10561.2961
090,00,05,8951.1497,7615.8667
091,00,05,4750.7909,10262.0229
092,00,05,3988.0572,4549.6177
093,00,05,4206.1484,5404.2332
094,01,05,1155.6516,11401.4165
095,02,05,2233.3956,6195.6273
096,01,05,2732.1828,6192.0661
097,02,05,7804.8973,8438.6569
098,01,05,8545.8753,8297.4687
099,00,05,8861.2956,7076.8572
100,00,05,1010.5141,8360.8698
101,01,05,0224.4442,8512.9052
102,02,05,5938.2323,9255.2919
103,00,05,0554.7985,6651.5533
104,01,05,3499.1192,4516.4626
105,00,05,2718.4645,6100.0990
106,00,05,2640.2830,10722.9860
107,01,05,4619.7809,4331.2793
108,02,05,4734.6471,8362.5329
109,01,05,6404.2316,2667.2666
110,01,05,4011.9553,7404.5421
111,00,05,2457.8354,4674.9784
112,02,05,3843.8244,3772.4341
113,01,05,1945.0426,4790.5753
114,01,05,1407.7447,8452.6760
115,02,05,0273.0928,10760.5299
116,00,05,4881.6713,8852.8105
117,00,05,3732.2551,3917.1659
118,02,05,9077.0313,7676.0436
119,01,05,4641.2610,9016.4209
120,01,05,6264.9381,7600.0243
121,01,05,2436.7995,5971.3582
122,01,05,5527.9238,5595.4377
123,00,05,2809.6827,7552.8125
124,01,05,6672.9274,4800.2521
125,02,05,4896.1192,3290.7210
126,02,05,7170.0101,6871.9033
127,00,05,5589.7750,9595.8939
128,02,05,4557.2842,2581.7753
129,00,05,8835.9112,8687.4214
130,01,05,7993.9532,4682.0938
131,00,05,4130.7581,12286.4130
132,01,05,3038.0578,11523.0542
133,02,05,5521.5168,9387.0875
134,02,05,2434.2045,5951.3310
135,01,05,2925.5422,3965.8758
136,00,05,5542.9325,6736.5808
137,01,05,2158.8840,7325.8902
138,02,05,4472.6142,6834.3706
139,00,05,0855.5589,5778.0344
140,00,05,4963.7332,8138.6881
141,01,05,2909.6589,10524.3591
142,00,05,6265.6072,3368.5533
143,02,05,7590.0465,3625.1102
144,02,05,3271.1181,8040.4900
145,01,05,1333.5756,11224.8154
146,02,05,5584.2431,9459.2390
147,02,05,1709.7974,5927.6805
148,00,05,4164.2791,10848.2038
149,01,05,0172.4322,10531.9483
150,01,05,3848.1938,11730.4426
151,02,05,5028.8513,7702.3296
152,02,05,3961.3328,4037.2610
153,00,05,0892.9979,7410.5028
154,00,05,1154.7598,3788.9864
155,01,05,2156.6600,3423.5729
156,02,05,6403.9138,4899.6123
157,00,05,2451.6559,8885.9479
158,01,05,1249.5064,10828.0871
159,02,05,0601.8559,10818.9342
160,00,05,5788.2608,6895.8987
161,00,05,8089.8101,9471.2474
162,02,05,1653.0964,8125.1732
163,01,05,8471.5377,7371.4228
164,00,05,0982.2016,8032.2351
165,01,05,2117.6352,11251.1508
166,00,05,4126.6280,11616.3717
167,02,05,1713.1886,7904.2935
168,02,05,0090.1941,4340.6801
169,01,05,2018.5194,4187.8318
170,01,05,0733.2296,9630.4990
