ID, X, Y
000,242098.7650,291034.7058
001,332424.5014,138405.6732
002,360040.9525,124216.6056
003,198899.5264,372368.9841
004,339279.2041,284712.5454
005,358358.3158,282569.6399
006,176976.8209,140225.4029
007,337759.6704,357821.2941
008,346632.3736,351379.8479
009,373846.0805,254909.6658
010,233194.3715,167506.5389
011,257501.7133,330376.4580
012,115789.9307,310642.1222
013,315805.6199,268232.1143
014,179629.3379,68437.1313
015,233185.3974,162080.4665
016,154922.7630,169364.4893
017,139170.1545,269970.3920
018,190349.5374,312560.9723
019,167222.0987,233547.8184
020,66651.5227,79700.4537
021,51185.2167,314443.2835
022,177152.0113,308028.9875
023,69960.8730,85979.0430
024,274782.9031,192885.7525
025,127766.1145,83155.7968
026,344036.7215,130270.3279
027,328194.0213,182214.7745
028,243587.1313,115730.1401
029,367293.7551,229358.5567
