ID, X, Y
000,134785.0018,497942.2259
001,109252.9061,829104.4983
002,755136.4534,760882.2932
003,602967.8926,550324.8165
004,251644.8393,122554.2201
005,399220.7567,806237.3880
006,211673.2762,772104.4884
007,689114.8772,708263.6891
008,284692.6385,391535.0131
009,377227.7088,878542.6377
010,443727.9802,592329.4550
011,217745.7684,121399.1239
012,362531.5798,180421.4795
013,874877.5880,587168.8660
014,862931.1555,526621.4804
015,348609.7150,830962.0907
016,867877.4409,396339.9259
017,400316.7960,768974.9195
018,386374.6133,341758.2202
019,306731.0013,218561.5096
020,304939.7093,744594.6759
021,367026.3947,176506.2066
022,462935.1573,182752.8130
023,301385.7951,172138.7128
024,831682.3182,577669.5754
025,420232.6321,632461.3903
026,474702.5046,712549.1032
027,139073.4961,795296.3822
028,242835.0239,506814.1809
029,689839.8454,533085.6686
030,704966.5312,571329.0197
031,199310.4691,331574.1680
032,731140.2089,761200.1692
033,229123.5733,785593.3688
034,614133.7251,630044.7331
035,848349.4481,161976.4608
036,603552.8723,446752.2106
037,547381.6127,114228.4499
038,509052.6556,593327.4216
039,129375.1728,787509.7457
040,854187.2961,782190.3775
041,501927.5741,648930.4486
042,642123.9028,408442.5243
043,308912.5778,881295.4500
044,665416.5635,785289.3099
045,538001.9034,667917.9491
046,228088.2965,605418.8070
047,304805.5832,556656.4429
048,858122.2295,523482.3457
049,710698.8117,791816.4040
050,273754.0600,861057.3166
051,404329.6948,660562.5158
052,209746.6995,233085.0152
053,835776.2730,735800.1551
054,611549.6935,825919.2360
055,126252.7626,780114.9459
056,112952.8397,669296.7284
057,805213.0756,811428.8528
058,472331.4918,663887.1570
059,876956.4828,665501.6282
060,469472.8149,725496.4819
061,354082.7930,548979.9315
062,382451.1058,521044.1268
063,164118.1165,642551.6711
064,845373.8212,244964.6351
065,98648.9569,829400.0591
066,336846.7372,712589.6481
067,558597.3422,764911.1713
068,633507.3890,661828.4426
069,172108.9998,840769.1308
