ID, X, Y
000,752525.4234,719808.2676
001,742766.2335,475372.6152
002,699552.7005,523626.2591
003,177356.1790,745724.8812
004,198055.6480,582589.2750
005,177975.8801,263977.1863
006,670218.9283,387535.6884
007,492392.9939,177536.7686
008,440022.0170,327714.8476
009,570543.9993,442299.8681
010,710175.7597,808678.4370
011,651295.0951,592976.3008
012,577543.5550,244996.3071
013,638068.2500,386850.2582
014,256721.0572,478318.4461
015,802000.3038,345226.5660
016,797763.4835,578013.6826
017,326354.1372,507430.7682
018,576482.1169,749212.2425
019,512052.6986,694175.7963
020,152767.7322,574866.3592
021,189296.9432,356218.1520
022,731713.4334,570753.7915
023,739359.0435,480444.1363
024,772918.5568,875130.6029
025,392259.7966,208664.5713
026,801710.8216,803370.1270
027,375932.3789,791755.1205
028,536679.7035,378819.8596
029,189935.4490,842349.9731
030,814679.0132,244828.3700
031,721506.0156,728708.2872
032,297918.0720,430871.0480
033,267753.7335,300733.6707
034,463597.3423,198419.9889
035,297556.9227,395778.4374
036,779657.1740,655995.0545
037,228462.3460,571260.2810
038,623050.8868,484313.1038
039,693839.4561,810811.5703
040,767203.0108,107486.5267
041,724982.5131,843049.7252
042,599584.1056,717851.9644
043,731196.7118,446654.7108
044,380634.0485,535137.0029
045,753033.9459,656966.6992
046,569928.4596,279596.1886
047,339180.6615,431949.2874
048,563703.6980,626771.9172
049,699678.6882,414713.4219
050,639247.5756,107982.7898
051,692935.6902,198479.1078
052,834945.8026,667552.8784
053,478984.1852,163789.6872
054,121315.8634,224519.1120
055,199704.8257,484398.7732
056,440235.6592,829384.2773
057,357082.5256,268487.2168
058,641038.4753,175113.4504
059,488986.7258,845519.2411
060,155727.1656,169609.7971
061,161326.6724,291306.6090
062,450782.8718,248398.0028
063,789503.2620,564581.4159
064,266192.6228,872479.7826
065,339734.5837,569414.0609
066,445778.2473,359027.8182
067,529642.3098,449438.6746
068,164911.3132,367597.1291
069,406030.2500,711140.0044
