ID, X, Y
000,472535.4967,439624.8905
001,565851.4606,485172.6016
002,225883.5055,193455.9640
003,595116.3218,336853.4328
004,851093.3266,330442.3759
005,816994.9998,304346.0508
006,124637.8076,303592.3246
007,757762.7729,646097.5878
008,540089.3627,185888.6985
009,551847.8706,268451.1097
010,670177.1777,825054.8238
011,655136.6773,323966.4250
012,617641.3295,345213.6711
013,645413.8799,135170.7422
014,741483.3025,138290.4663
015,676455.4716,464816.1331
016,242722.0706,785504.3622
017,856839.6923,588580.9490
018,372017.5035,230261.8504
019,790486.6964,264736.0390
020,794567.5100,305504.0325
021,530352.8012,221382.0873
022,603413.8287,781608.6551
023,787820.5790,736608.5791
024,854504.0940,876429.4825
025,682777.7145,517990.7447
026,430430.0461,843095.8481
027,204509.2107,741514.7843
028,326455.1968,829726.6668
029,309065.4048,448836.8348
030,749124.7680,412021.1894
031,638287.6030,858684.1709
032,708935.7772,858854.1990
033,338811.3493,397803.3628
034,440375.9739,550075.3049
035,330277.1603,702106.5061
036,449476.5323,214643.4483
037,480873.8583,832638.2592
038,467468.4104,602122.1897
039,204210.0042,113195.0322
040,254038.6963,783359.3067
041,556888.1493,458222.4135
042,204367.0497,462594.4281
043,706910.6872,876198.9896
044,879280.2131,195821.3719
045,181143.8387,343155.0986
046,576775.1364,107127.4767
047,861256.9082,740963.1721
048,473703.0051,831740.0695
049,159855.9423,613825.3616
050,317336.5806,700162.1990
051,658218.0413,720754.3407
052,292586.2144,234975.2243
053,644128.3676,869558.6744
054,722673.4067,571830.6468
055,329659.0760,548630.7081
056,862514.6449,566962.4859
057,129093.8307,748692.2455
058,642473.2397,161889.5018
059,518814.7189,152642.6757
060,330985.6182,736210.2290
061,854530.5730,507346.8905
062,596698.7808,275024.0677
063,298599.6428,789666.0525
064,509089.6596,744683.7123
065,329370.1467,539281.2442
066,190741.6053,383053.8400
067,741003.6791,398007.6485
068,553536.9646,360288.5484
069,616943.6462,698359.0158
