ID, X, Y
000,372645.8419,180097.4576
001,673010.0414,605435.4103
002,585876.8897,707507.7590
003,444024.2719,227821.1509
004,245254.3428,118895.9751
005,545686.0115,809543.4746
006,312279.5108,834868.1967
007,763479.1718,400341.6576
008,340412.4674,507563.6251
009,225128.9641,243912.9272
010,620989.0955,654942.8920
011,648432.5389,427620.9866
012,538451.0881,628164.5690
013,524948.3738,341899.4453
014,566714.4296,714632.9398
015,875548.6785,584540.4639
016,763771.9369,790317.4387
017,148126.6632,574316.6133
018,179155.6732,545091.9074
019,110795.7508,496665.5550
020,252791.2205,616125.2560
021,240230.4242,832371.4580
022,217000.5626,760447.6484
023,270090.8029,571307.6711
024,558070.4596,663650.6268
025,865437.7659,845705.8629
026,645971.5271,239988.8634
027,390272.1409,874659.1463
028,741769.8592,562960.5042
029,177062.9880,265662.5714
030,294625.9102,786506.4558
031,526578.1959,426587.6519
032,768772.6041,212212.4045
033,748883.2964,832789.8672
034,391417.8849,460144.5244
035,439659.9410,721812.9821
036,453045.8376,318776.7527
037,353362.9082,754997.8081
038,755323.4727,698442.6674
039,160066.6713,190850.4257
040,371258.6638,716943.6332
041,559367.0100,836159.9410
042,163672.3566,509416.8799
043,869186.8544,838557.4966
044,550852.0560,723777.0128
045,458345.4485,781992.9841
046,244897.7358,424100.8235
047,503088.9060,701555.9533
048,172981.8785,187402.0871
049,297300.6218,161597.2950
050,574671.4288,540618.2365
051,697318.5540,127306.0743
052,794004.2290,150642.2382
053,164981.6565,618427.5508
054,838910.7661,221046.7126
055,99578.8504,698704.3962
056,721699.1889,484208.8372
057,379343.8659,228039.4664
058,366891.2582,659252.0274
059,376179.2414,841404.9313
060,139036.7760,658722.6550
061,319528.0603,137806.2050
062,335086.9628,270455.8415
063,432290.9977,514892.8596
064,859810.3637,633117.2280
065,436677.5298,144752.4964
066,512994.8988,304071.2228
067,841561.7158,741029.3917
068,775817.0506,167564.1175
069,317225.9915,400223.8617
