ID, X, Y
000,230092.4263,368809.4407
001,338836.1772,250673.6799
002,238701.7000,259856.9176
003,214391.5952,672237.6498
004,627463.9729,421358.8324
005,521865.4147,557933.8184
006,654684.8008,544027.0455
007,719285.8926,321235.8623
008,739959.1033,179137.7284
009,212992.2926,447858.6890
010,361490.0818,149228.5869
011,288021.5164,117764.8064
012,682429.1262,552741.7802
013,491107.2275,267335.9234
014,743303.1302,450607.4119
015,696007.6096,678738.5187
016,421880.8936,90763.4012
017,192499.1974,706585.7123
018,345996.9832,136056.9110
019,714117.8395,643541.4677
020,186647.5541,595580.9378
021,400704.4547,606512.3607
022,357738.7455,658017.9073
023,544403.1328,337392.0793
024,544468.9260,414443.4534
025,162804.6813,623219.9794
026,282059.7900,575944.6738
027,268936.5001,120248.5633
028,500178.3893,379751.9753
029,364137.6481,268502.0652
030,521614.5072,684689.3817
031,640816.7136,332955.9153
032,619436.6542,285811.9993
033,718769.2971,393574.4989
034,542394.6933,500057.7031
035,326814.1485,697746.8412
036,625622.3878,129571.6703
037,90724.5473,470178.1261
038,385486.6826,442885.6987
039,421981.0944,263621.7976
040,671082.7712,697888.4796
041,403086.5873,362274.6683
042,468159.2235,359072.1027
043,461847.3290,175297.5787
044,605138.9858,136075.3897
045,92992.4392,419613.5332
046,214142.4021,721661.1488
047,387901.1419,264724.7008
048,308969.8961,656051.7525
049,108995.7438,541672.7541
050,645814.6109,381020.3394
051,229294.3121,749758.5862
052,408757.3113,184496.9395
053,708830.6367,448957.3195
054,271367.7630,692544.2786
055,247219.2588,380343.4828
056,232810.2592,747155.2916
057,583493.7689,440029.7996
058,325047.4062,318343.3032
059,168075.8710,195275.1097
