ID, X, Y
000,603768.1481,679210.4046
001,134073.2549,721953.0091
002,625905.4923,601587.3292
003,477318.7750,454340.9492
004,147069.7087,391195.6067
005,632532.6373,493724.8607
006,168473.0974,723779.4554
007,542397.9100,352398.8686
008,90369.9171,93880.1754
009,265226.1150,119008.6026
010,276475.3606,159850.9611
011,647343.7285,229525.6714
012,480531.2900,582305.4057
013,387658.5254,127246.7520
014,178201.1329,394045.6935
015,485429.7033,619620.8279
016,539584.1239,310439.6484
017,211266.0917,256114.5676
018,307995.0790,402392.6284
019,641723.1951,409819.1283
020,408621.2200,529390.7850
021,288170.0380,426802.8690
022,303628.6948,127218.7825
023,188142.5100,634365.4546
024,634451.5289,184997.9239
025,512415.8582,708343.4551
026,226345.0391,645288.4820
027,119776.2801,649316.9498
028,386932.3649,316845.5214
029,89562.4950,467983.1069
030,369241.7372,103353.6130
031,143892.7004,549242.5532
032,477293.3974,516251.9799
033,548789.4555,116798.3111
034,577053.8782,93589.9000
035,184216.6778,284638.9467
036,581229.1745,538250.9365
037,737952.2937,122483.0528
038,234569.1934,568899.3727
039,350455.4289,94586.4830
040,684871.7433,113054.4976
041,754641.6987,679914.5456
042,551945.2545,362800.6109
043,644900.9541,631881.7843
044,194626.9866,731260.3176
045,602245.6778,433307.3089
046,237709.6228,150415.2927
047,687710.0233,132267.8692
048,319940.8191,746280.6786
049,309070.1819,455309.6817
050,697662.4607,385681.8669
051,231329.1816,582390.3768
052,487924.6623,121443.6950
053,169785.2319,425192.6182
054,634379.3646,332838.6759
055,97806.9523,474355.8217
056,280991.4421,526070.8178
057,241626.0443,138943.3729
058,453180.0910,285662.3219
059,748441.8507,214989.7916
