ID, X, Y
000,270938.7263,106202.5500
001,581282.0765,252605.5284
002,455335.9078,420325.2049
003,555818.2485,232243.6261
004,628066.3874,539724.2740
005,403116.2336,403893.6124
006,233273.0729,183033.6565
007,579106.7699,490405.5144
008,335240.5403,365654.3493
009,282426.8956,622040.6033
010,256095.9250,372037.4220
011,279882.7100,86008.3387
012,261992.0075,427531.1124
013,96497.2059,283648.0697
014,448757.8533,314672.7046
015,500152.0868,240807.0083
016,472200.9684,513676.4776
017,447746.6350,419514.0241
018,476440.4789,351828.9047
019,303393.7325,109807.5688
020,388837.3404,507201.3338
021,115422.6428,481377.4865
022,153388.7512,232305.9907
023,340992.0978,511854.2134
024,225116.1048,270622.9755
025,488285.1765,237336.6436
026,235335.1993,373907.7372
027,111033.2137,306842.7284
028,86819.8436,138011.2963
029,301988.0129,153602.0996
030,280317.5440,409232.5005
031,118558.2280,590708.8299
032,107830.9249,341673.8131
033,408893.4937,219929.3726
034,257466.9405,209153.8550
035,414651.0237,124931.8419
036,246731.2351,214304.3549
037,223260.4390,316737.9735
038,588709.5196,589907.4947
039,362792.2592,290084.2731
040,90666.6446,382109.5624
041,261302.8790,207639.8214
042,612658.1419,427177.6728
043,354252.9075,561611.4944
044,125663.7265,409195.4704
045,343973.5737,575100.8470
046,535387.9217,193329.9735
047,625594.8954,416014.1741
048,432968.3932,122375.2614
049,261537.8327,145490.0226
