ID, X, Y
000,98804.4935,220669.1026
001,52263.5058,186140.3152
002,95765.4491,114674.2761
003,120242.6114,94964.9671
004,45617.9174,250797.4470
005,76058.8109,34270.3629
006,66507.6627,124420.4707
007,236147.7715,131337.9898
008,70569.3625,247531.8957
009,163136.4174,30979.1564
010,174619.0605,135577.2779
011,83186.1898,145270.9926
012,51928.6368,60688.7425
013,125101.0726,156395.5236
014,109648.7582,225749.7154
015,126806.8998,110749.6671
016,220353.3833,205371.7166
017,248131.6562,106909.3497
018,238974.7071,223042.2433
019,140087.4874,155439.1680
