ID, X, Y
000,465103.8631,182557.3493
001,614975.1883,403301.0559
002,569909.2348,459101.8881
003,425721.3645,454919.5430
004,609126.7047,405695.5810
005,311090.2574,181192.4861
006,147143.3279,319329.7888
007,627116.7292,622230.6659
008,135366.6923,445481.8593
009,280380.3812,342505.0722
010,598053.0539,558380.3954
011,379423.2250,612753.8142
012,352579.0003,86498.1573
013,443610.3911,262847.0329
014,458251.3700,342325.8683
015,477293.0046,553685.6243
016,230086.1042,549994.1746
017,244855.8111,593324.1580
018,543326.0115,282958.6844
019,304797.6179,105941.8245
020,331918.8722,111330.7433
021,487819.9356,189017.8927
022,147691.9986,520915.3979
023,73098.1790,532896.7079
024,575739.8547,94629.9209
025,112333.1630,418081.7747
026,601362.0645,356718.1045
027,460930.8620,509318.6206
028,621878.8025,123180.7985
029,356131.7257,579948.4842
030,422155.3874,158799.7558
031,604070.3141,564741.7919
032,123899.4525,401391.9040
033,87790.3935,401748.1562
034,70760.9590,582106.1996
035,163080.6346,175945.0140
036,522262.7333,92488.6273
037,471938.3566,75709.8255
038,360807.9882,308167.4646
039,272947.4202,114370.2890
040,252720.8246,462055.5508
041,426105.9459,350939.3146
042,554059.6463,447051.4086
043,234888.4713,272974.4556
044,203731.7844,464998.2614
045,109192.0930,454329.6624
046,444261.7306,126603.9576
047,100942.7200,300524.2958
048,200331.2861,123573.6117
049,284390.3020,431822.7273
