ID, X, Y
000,408580.3825,786280.3478
001,827915.4841,593232.3290
002,117402.0140,336021.8004
003,738492.1836,839622.6506
004,190086.0514,511208.7375
005,812946.4852,787552.6776
006,628925.2433,635042.1285
007,221143.0448,269597.1657
008,98055.7570,714461.8275
009,141549.2496,446105.8618
010,326578.8803,359903.1255
011,397791.2921,116815.2101
012,802615.5030,160754.2056
013,457624.3720,383106.3760
014,423925.9817,365158.9063
015,858619.6437,713754.8518
016,712599.3750,494430.3291
017,112792.7934,694983.0854
018,521217.8316,504230.4505
019,243911.1350,761089.8746
020,603593.3891,455640.2290
021,552893.0215,558408.6867
022,693236.3652,182043.9268
023,830611.7049,791841.7695
024,547461.4624,520719.9977
025,397706.6169,633658.3098
026,302198.4779,197379.4815
027,345970.0966,140238.5622
028,203825.5734,424748.4546
029,645312.9052,710421.3073
030,637139.3502,333358.2425
031,622436.7328,381710.3922
032,559631.9913,268406.8464
033,703636.5158,654754.4407
034,563207.1108,246269.4455
035,753792.8332,718639.6980
036,181844.8133,305829.9681
037,103885.3460,505987.6868
038,237177.4265,247270.7091
039,114257.0542,524813.0403
040,668636.6486,379271.9331
041,823850.8736,876951.0172
042,277193.0257,625379.7737
043,448702.9146,227778.5118
044,579760.2660,866289.4163
045,347622.8410,229374.5020
046,870753.8302,874972.6768
047,127879.7327,502389.3198
048,640608.5509,468725.7498
049,361818.1798,443073.2359
050,343781.0971,374211.9580
051,120108.6139,655273.2643
052,551933.5339,834190.9677
053,481430.9174,842462.5222
054,103558.8238,460590.0863
055,832987.0251,394645.0813
056,163203.8554,144373.5776
057,330822.4265,380144.0929
058,562817.3766,613580.1631
059,347773.8522,545584.8699
060,278602.6379,231175.1943
061,209196.2036,286592.4285
062,317164.2023,602141.5848
063,726880.7538,422330.5011
064,855438.8772,687990.8732
065,225760.0422,129711.6931
066,827135.1264,446422.3123
067,792964.3293,855377.9228
068,307125.5815,216106.5931
069,408663.6227,603924.3909
