ID, X, Y
000,201857.0873,83586.0978
001,197616.9204,210552.1847
002,119679.5819,381272.4070
003,405263.9542,431059.0611
004,191717.9761,301303.4198
005,411443.3931,135585.1051
006,285178.1430,269209.3270
007,309370.9125,185846.7035
008,296783.8401,391925.2998
009,58107.4541,218396.9043
010,408140.7997,185749.1032
011,498596.7653,487589.5665
012,434601.4724,204541.2493
013,215438.5683,318051.4975
014,207499.2099,256321.7182
015,100989.9855,231972.3916
016,369339.6036,204939.1386
017,276230.7191,100682.7941
018,100296.7380,451601.0001
019,294239.5602,215621.0771
020,152792.3609,244237.4367
021,237178.3673,75356.4307
022,373173.1697,468287.1204
023,499439.6468,342216.1428
024,145856.6124,462340.7528
025,84937.7103,251460.1993
026,339714.7147,422185.2531
027,335244.2585,115349.0464
028,293037.1478,113625.0590
029,503175.2029,93574.1877
030,293681.2552,69468.4665
031,323011.3648,157611.3933
032,416107.7926,184212.6058
033,127710.8492,280048.3443
034,406733.8082,484879.2502
035,118826.6851,415710.4913
036,140137.3026,218949.0923
037,69990.7513,198666.1059
038,253087.2081,60504.4020
039,114721.1756,86994.8100
