ID, X, Y
000,247370.7479,245999.0914
001,69961.6479,139492.5920
002,61642.4729,53892.1946
003,52155.0181,58992.0479
004,107549.5901,35977.5835
005,214163.2395,186236.5416
006,36243.5843,250101.6114
007,139097.2776,113957.1751
008,208452.9350,191132.2570
009,122385.2127,88507.1624
010,164852.8472,157132.8798
011,178082.7069,193597.1838
012,202524.8723,184915.1781
013,31255.4333,99334.4149
014,195109.9384,154360.5275
015,248835.6220,177929.8141
016,203698.6877,162048.1550
017,151957.5073,149151.5285
018,38533.8196,132219.6843
019,35846.9135,183555.4397
