ID, X, Y
000,405152.9357,247468.2143
001,453741.8539,349728.8024
002,253980.8347,791934.7184
003,155935.7622,797823.2994
004,777198.3417,663411.0126
005,598824.6725,503507.6370
006,536599.6834,536082.6845
007,784634.4991,682220.3831
008,242636.8254,771231.4103
009,224070.1991,361788.6089
010,479162.9636,446242.2381
011,163950.9982,188987.7830
012,654898.5688,600544.6010
013,818426.8703,541165.3923
014,561979.7191,702117.3646
015,134177.8122,211251.9125
016,445947.4299,504669.1524
017,772636.7189,761678.8011
018,706417.1403,541497.5856
019,862669.9563,871117.6658
020,261883.3444,127057.7586
021,348633.2828,796271.4915
022,125668.4709,587989.1777
023,873020.3661,373541.4425
024,433743.5599,114908.2897
025,742617.2357,856902.1661
026,784763.7173,153869.2098
027,488233.8580,638384.9874
028,846776.2037,249036.4149
029,443879.0147,115234.6334
030,286187.0075,119406.2686
031,875222.4963,101387.0635
032,759174.9157,732120.9379
033,617190.2253,141549.5622
034,717470.5611,659207.2262
035,832053.3082,331961.5489
036,296183.0707,349750.2621
037,290717.3520,685270.7712
038,446954.5936,442324.2007
039,362684.6686,492137.9339
040,675524.8055,642942.7460
041,754374.5610,548355.2168
042,107374.9746,844680.0465
043,137469.9430,668842.1694
044,488069.7207,106233.8605
045,194068.0430,508156.7629
046,755072.0859,714451.4440
047,548096.5333,791309.0385
048,695734.7301,357910.7425
049,319588.1516,809340.3993
050,110715.4525,831891.5601
051,661233.6500,856047.2110
052,670365.5076,273490.2963
053,573740.9438,454769.3804
054,396003.8292,148580.1914
055,612134.7957,436069.7138
056,679660.4455,550962.6819
057,770798.8537,843993.2297
058,742336.4066,726348.2675
059,677807.2333,391664.8800
060,746213.1747,656956.8884
061,246999.7037,572268.5687
062,180563.4105,313098.4104
063,178937.7485,765940.4449
064,809893.1520,421258.3357
065,325412.5094,109527.2338
066,291348.9832,171519.0670
067,372018.0619,829155.5260
068,499402.7144,148907.8343
069,439225.4078,314418.1339
