ID, X, Y
000,291695.7181,288713.6954
001,79025.1007,214140.9673
002,163795.6667,337033.1701
003,72033.0762,267745.5823
004,311758.4979,350119.8171
005,373063.9638,182945.2583
006,358014.5521,338133.2126
007,336975.9858,376395.6136
008,173527.9252,322009.0507
009,366360.3395,289424.8091
010,264160.5061,223639.1947
011,298059.9508,234473.8996
012,135141.9819,290122.8641
013,153765.4130,125529.3816
014,168516.8539,149036.6490
015,173346.7989,137509.6851
016,254266.3170,250862.8690
017,361303.6390,210640.6643
018,372449.4924,149939.3383
019,328211.4815,172941.7967
020,324108.1392,305800.8881
021,285490.0097,52689.4554
022,53371.9517,255529.4179
023,85134.5698,257399.7099
024,297626.7940,148789.5399
025,270053.6289,110524.1745
026,107865.4762,153413.8176
027,109351.1147,86857.8782
028,191545.1356,143010.3170
029,275866.3094,201902.6887
