ID, X, Y
000,188824.2197,269155.7442
001,311614.2271,442141.0873
002,626961.3258,426308.8875
003,336948.5690,451413.0534
004,546760.0051,217189.6745
005,483668.9459,138173.9286
006,76497.3658,368824.6589
007,515633.7661,370383.2375
008,295456.9468,592127.6647
009,448245.9200,397281.4625
010,122145.6996,385046.6375
011,491247.6396,461583.9689
012,544271.7520,611634.9328
013,448425.6227,616013.2033
014,330960.6530,618722.4595
015,344009.2393,534271.7347
016,82963.2677,313325.5471
017,338605.3328,559642.2459
018,519002.4158,207365.1682
019,197972.9095,276996.7741
020,304140.9559,511242.4839
021,357980.9557,180943.5829
022,595770.2459,431847.2021
023,470050.1879,275417.4802
024,163461.2958,366239.6248
025,219213.1374,400240.4048
026,187400.5967,467820.8007
027,103602.7394,133241.2881
028,88490.9183,497572.9814
029,295567.2007,478372.2651
030,153405.6442,254077.2472
031,319765.9551,530203.7313
032,121968.5536,294064.5340
033,136984.9903,437296.7956
034,496391.2650,557031.7504
035,255712.9382,608654.8370
036,475780.4511,345317.9081
037,457857.5936,492332.8095
038,275181.9499,311308.8064
039,213541.5832,368382.5389
040,570743.2935,409092.2254
041,409502.2598,581146.8354
042,106538.6065,348611.8992
043,338006.3450,473299.4127
044,356203.7996,463068.3745
045,446506.4213,84392.6245
046,106974.5990,591637.4298
047,555584.1658,183221.9003
048,597552.3999,354850.2253
049,228407.7511,131729.2661
