ID, X, Y
000,434449.5307,296183.1137
001,247818.8768,522255.1759
002,441712.0082,617579.1711
003,583281.0447,171471.4064
004,422701.0757,229712.1758
005,601011.1282,119158.8096
006,126422.7577,561618.8574
007,271304.5877,73353.9120
008,473452.4345,607159.2199
009,298190.9190,271579.6140
010,251103.5194,171604.2985
011,115084.3857,240930.0487
012,189121.2661,223929.1868
013,513807.1021,343505.4503
014,283031.3931,446378.3270
015,96308.7719,491759.3371
016,413833.1195,553742.9985
017,352618.4301,590734.8899
018,286076.5262,523331.9531
019,196813.7579,345158.4309
020,195921.1923,316562.9490
021,482840.1354,73034.8172
022,186373.7860,277884.2909
023,183850.0802,580530.3519
024,84541.1605,379467.8237
025,101196.6822,380477.4123
026,360497.2111,569297.9217
027,314817.2536,580864.9959
028,120629.0688,161548.3972
029,621244.2304,319379.7920
030,429255.3787,541582.1875
031,274398.4818,410770.8842
032,162762.5131,420050.0001
033,383692.1877,171537.0086
034,341230.1765,99379.0003
035,617400.1688,591540.0812
036,427336.9710,454765.6640
037,340608.3190,258832.3543
038,497785.9405,317636.4921
039,404568.9086,389748.3156
040,422621.0463,118034.5961
041,251685.2609,193041.7164
042,81128.7420,454426.5028
043,192785.6723,628350.8781
044,414404.1896,345805.8641
045,461454.4656,392128.2649
046,278700.2963,413187.3017
047,261412.4684,303954.1477
048,546951.1198,114394.4508
049,428124.3187,158622.0371
