ID, X, Y
000,656237.6044,273326.5618
001,766184.8261,719001.3544
002,486494.4000,317422.2002
003,151360.7457,746067.9875
004,650801.5786,759784.2592
005,623021.7732,156953.7274
006,421604.8421,665066.0745
007,478294.5173,278425.3379
008,467591.4507,619211.6254
009,832006.4154,230121.6185
010,266229.8035,707931.3539
011,118386.7138,487512.1208
012,775643.9207,141147.2821
013,202760.5725,425975.3135
014,448975.3109,274690.9448
015,214668.0827,748564.1554
016,607972.7279,866996.4172
017,528573.7968,817484.4829
018,306491.1105,610170.2847
019,472995.1362,504922.6075
020,649832.6598,222227.6620
021,220419.1640,194977.5192
022,403503.2427,747349.1220
023,150722.3356,198530.7279
024,444647.7727,273145.0152
025,830776.3473,719395.9743
026,212969.8089,758169.8232
027,157928.1082,659357.7750
028,690918.3572,421022.2035
029,272303.1686,261314.0160
030,317078.7031,818587.4420
031,201026.8631,334549.5767
032,681398.6562,454962.6030
033,692699.1048,755027.2059
034,816969.4168,179413.8790
035,499339.2170,380174.0774
036,830320.7881,302856.7463
037,414709.1109,432608.9114
038,226559.6150,843419.7771
039,507429.7907,420809.0014
040,209780.1299,509980.4327
041,644731.5395,446400.8376
042,866957.4637,137682.3302
043,152689.8973,845576.1865
044,173271.5337,106751.5506
045,579244.9660,573326.6146
046,303754.6831,405696.3934
047,449201.2249,230119.9368
048,401867.1949,201192.8890
049,274755.5380,537524.4504
050,792237.2333,829793.6206
051,255034.8520,433165.1235
052,447712.4258,775977.1105
053,722846.0137,622395.6789
054,881324.6559,722177.7354
055,467822.9284,192011.2878
056,666663.8446,307923.4939
057,100444.3459,555455.1180
058,677276.8433,436329.0386
059,334267.0400,145779.6295
060,374728.5430,838410.7780
061,367568.7258,234662.2909
062,718363.9380,849700.4386
063,721555.8003,289681.1739
064,140919.8433,166193.1276
065,210240.9460,440668.6393
066,657171.3354,195807.8634
067,536846.7434,116838.2875
068,684253.4993,540728.2492
069,175079.9103,377872.1302
