ID, X, Y
000,228762.4292,585771.7014
001,657992.0443,498762.0088
002,404558.6988,162142.5817
003,644930.9508,369647.5930
004,337835.4508,370901.9108
005,532057.2433,286710.6604
006,111923.6279,677606.2190
007,521339.3868,413446.7851
008,413690.2887,737475.2729
009,561646.4792,414648.6058
010,150335.4221,407757.1022
011,363982.6246,115188.8949
012,413082.6379,175608.3773
013,747407.0167,627244.9304
014,516492.9733,587255.2587
015,721826.0832,307905.0385
016,548915.9697,369002.7138
017,394582.8763,258167.3729
018,655539.5229,709025.7790
019,320291.6981,140436.0484
020,465243.5695,195824.4301
021,144520.8769,340753.1547
022,552126.6706,486799.5270
023,647709.1673,290186.6813
024,709670.6946,599960.0392
025,483589.0133,115061.4887
026,457607.7463,160961.7898
027,454533.5017,133507.2455
028,273036.9666,681998.8872
029,675932.2723,253439.5573
030,248085.2022,132264.5959
031,709975.2338,609240.3981
032,586870.5814,725681.0306
033,749172.1354,317782.0255
034,683335.7228,133380.6426
035,589938.6519,415732.3223
036,309304.3225,547674.9386
037,455680.8192,449003.2899
038,283650.2613,687891.1644
039,335305.6461,686060.6145
040,703831.5318,641823.1594
041,319180.7731,273706.4676
042,703475.5003,167534.6870
043,428758.1349,644029.0906
044,466869.3686,253579.0996
045,419749.5628,631927.2421
046,422339.6620,742091.2023
047,491454.5842,642600.9944
048,685716.4421,682301.9683
049,736251.3009,423837.6341
050,285879.2384,165210.3823
051,518737.3192,386234.1588
052,261728.2294,286917.1276
053,171493.8749,104516.4481
054,660129.4548,176516.1827
055,266947.6122,456691.4142
056,548376.2992,696672.6462
057,705479.9248,136758.1379
058,584460.6921,108510.2705
059,171703.5714,692829.2309
