ID, X, Y
000,484786.1242,109100.5779
001,596605.7482,550658.8778
002,673469.7326,718494.3206
003,712098.5776,494981.3560
004,307187.3657,643435.0903
005,721506.5159,542097.1910
006,595938.8054,692403.1762
007,105263.1558,143296.9517
008,435406.1031,318040.9660
009,316733.6271,432177.9921
010,283427.1473,236789.1484
011,750569.9008,548547.3299
012,741634.0292,378413.1818
013,547675.5780,734019.3081
014,411419.6051,164964.7310
015,531781.1274,640415.7852
016,148755.2790,658428.6337
017,724395.4622,521282.9093
018,399751.5640,317996.6282
019,584269.2152,460418.1303
020,619848.9254,644030.0868
021,647854.0501,153945.7539
022,709042.8682,735299.0141
023,420060.7585,156058.0745
024,115787.7025,183922.3998
025,657111.8120,381387.6105
026,734851.2457,504030.7218
027,754410.7010,186428.3231
028,191352.1374,404002.5607
029,318445.8243,517451.7268
030,305986.5553,248208.0546
031,200053.8719,519512.9343
032,364240.1433,449145.6638
033,618114.2075,387921.4745
034,597108.2242,123001.9073
035,319687.3231,158318.1334
036,511247.5414,354963.1050
037,689859.2079,255944.7116
038,687475.5608,310084.2362
039,501508.0888,339834.8291
040,423388.4373,712009.7976
041,398499.6385,550830.0002
042,340300.8814,394068.5848
043,618438.3025,94566.0237
044,296596.4366,466789.1145
045,640086.4971,116775.2108
046,355099.8453,401193.5950
047,728139.3025,468939.5099
048,259840.6037,209487.2447
049,156956.4429,433843.3648
050,570576.8378,722183.9800
051,339971.3668,696560.1852
052,216741.4515,231773.2624
053,109901.1358,549425.9867
054,641537.4082,544682.6701
055,463661.3879,228594.0923
056,249115.7113,690390.8594
057,321081.5137,102626.5628
058,723894.1161,144546.1496
059,357700.5952,661984.7302
