ID, X, Y
000,282297.8139,610434.4653
001,599952.3183,610150.6407
002,247216.3036,245057.4139
003,378938.3717,477340.5596
004,413971.6183,429219.1441
005,606524.9553,324278.1248
006,319932.1987,536253.5707
007,409587.5634,220232.6373
008,409248.9132,226274.6666
009,361403.9726,146630.8739
010,313838.5837,150113.9163
011,345825.3794,229930.3496
012,344931.8578,571194.0821
013,149479.6735,586865.3869
014,436428.9378,486605.7722
015,176729.0335,138488.1010
016,156449.6956,435829.2054
017,89259.6074,230680.7648
018,490553.6455,344367.5878
019,581475.1082,469779.9452
020,350594.6627,167442.2385
021,461426.8373,356431.1535
022,463685.8617,593871.8710
023,168405.0531,622306.0952
024,137365.5463,162675.7187
025,278424.0257,401247.8660
026,215590.1854,599225.2665
027,413133.1590,202074.8517
028,436925.6619,166363.3906
029,457594.9413,142175.9239
030,622603.4924,214222.1023
031,611788.9555,466464.8394
032,286017.8378,567033.8561
033,401848.7999,218341.8355
034,396902.5758,515144.8577
035,78895.4564,515412.5281
036,295737.1645,570383.2197
037,431704.8744,138967.7933
038,303153.6519,348122.8174
039,460040.2597,387855.0673
040,375509.0339,447030.2292
041,580936.7028,496091.1205
042,604459.5171,206059.0663
043,467925.6721,560516.0829
044,495861.0880,508650.9311
045,438237.2568,238203.0951
046,242511.8568,272428.9142
047,305590.5003,486746.3404
048,307515.6587,244687.8199
049,319651.1966,548163.7674
