ID, APP, DR, X, Y
000,01,05,4851.9807,12351.3980
001,02,05,5832.4828,9017.6960
002,00,05,6516.0998,11531.3393
003,01,05,5388.3551,8585.4187
004,00,05,4534.9430,7662.8426
005,01,05,5106.2293,10206.1245
006,00,05,3878.0573,11023.4996
007,00,05,6451.0939,9598.5555
008,00,05,4030.6644,12539.9837
009,00,05,2959.9470,10869.8430
010,00,05,4432.8855,9204.4022
011,02,05,2735.9005,9175.5556
012,02,05,6439.3859,6744.2352
013,01,05,6259.9326,8842.3861
014,01,05,6759.8045,10839.6122
015,01,05,5438.2576,9994.4320
016,02,05,4113.1620,9198.4778
017,00,05,2834.6990,6681.3961
018,00,05,4158.8990,6056.3176
019,02,05,6423.2827,9530.3681
020,02,05,3970.6976,7072.2022
021,01,05,4422.1662,11606.2162
022,02,05,1857.5165,9685.9703
023,00,05,7387.1364,8771.2275
024,00,05,6754.1283,10023.0011
025,00,05,4791.3446,7703.8980
026,01,05,6687.4574,8884.6038
027,01,05,5453.8169,7604.7907
028,02,05,1688.3122,9029.9009
029,01,05,7573.8974,9392.8803
030,01,05,3870.9511,8702.9502
031,02,05,3660.1080,9559.8527
032,02,05,7534.0903,8473.0934
033,00,05,2915.0940,7351.7748
034,00,05,2361.8181,7762.0303
035,02,05,6309.8911,10584.9186
036,00,05,5785.2559,10274.8760
037,01,05,2274.4551,7368.4560
038,00,05,5701.2383,12065.0164
039,02,05,2404.9205,9709.2159
040,00,05,2430.5771,9760.4408
041,02,05,2270.3105,9773.8507
042,01,05,4138.4918,11044.5894
043,02,05,5449.5240,6985.7736
044,02,05,5191.7593,9037.0583
045,00,05,5652.4057,7404.2132
046,01,05,3616.4806,9410.1469
047,01,05,6751.9184,8200.7444
048,01,05,4312.6933,7734.4511
049,01,05,1904.0763,9151.6217
050,00,05,6808.2112,11513.1026
051,01,05,2349.0736,8301.9105
052,00,05,5038.5425,6003.1433
053,01,05,3874.7438,6529.7116
054,00,05,3659.4072,7313.7716
055,01,05,4303.2839,6848.9591
056,01,05,6786.2474,8869.0035
057,02,05,5167.9650,8318.7116
058,02,05,5349.8281,8898.3184
059,02,05,4838.3933,11970.7207
060,02,05,3974.8044,10429.8382
061,00,05,6191.6887,11508.2031
062,02,05,6642.7894,11440.5342
063,00,05,3196.4423,11968.9745
064,00,05,4516.6272,9616.1446
065,01,05,2279.2403,10531.3547
066,00,05,5240.7356,10675.4204
067,01,05,2310.0952,10497.3905
068,02,05,3404.3517,11447.2869
069,00,05,4664.0253,7052.1333
070,00,05,5870.2513,10227.1134
071,01,05,5101.9602,9880.5206
072,01,05,2680.3646,8631.1521
073,00,05,4028.1518,9330.3440
074,02,05,2387.7070,9646.4244
075,00,05,3808.4878,11363.3216
076,01,05,2332.9426,8087.6892
077,00,05,3779.2437,6902.1172
078,01,05,6811.2721,9092.1574
079,02,05,3849.2184,11845.4383
080,00,05,6960.5648,10160.5720
081,01,05,3103.4671,10086.8159
082,00,05,3970.5345,8840.3205
083,01,05,6295.2232,10681.0296
084,01,05,5139.8431,6745.2016
085,00,05,5265.4913,8171.2543
086,00,05,2756.4426,8867.3607
087,02,05,1998.2605,8664.7904
088,00,05,6272.3563,10878.0289
089,00,05,7411.4729,9221.7562
090,02,05,4572.4212,9230.4412
091,00,05,5063.4691,11397.8959
092,01,05,2222.3060,9407.7983
093,02,05,5014.5526,12436.3466
094,02,05,2397.8879,7249.8266
095,02,05,5052.4894,8540.2328
096,00,05,5020.2079,6987.7102
097,00,05,6934.9794,8471.0806
098,01,05,6576.5094,11335.3873
099,02,05,5480.2158,9323.1255
100,02,04,6358.5951,13295.5422
101,00,04,5684.3735,5417.7953
102,01,04,4667.7704,11669.2658
103,01,04,7480.5318,6382.7799
104,02,04,2366.3340,9341.4207
105,00,04,0735.6931,9308.0156
106,01,04,3499.2931,9657.1668
107,02,04,5516.3336,11921.1769
108,01,04,7711.8518,8580.6454
109,00,04,2469.8256,12710.4006
110,01,04,3408.9793,7288.8891
111,02,04,3171.0660,10066.7514
112,02,04,4105.1642,8055.5976
113,01,04,2294.6410,9460.6697
114,00,04,5131.9077,11659.3973
115,00,04,2228.2692,11233.8310
116,02,04,5503.2454,12787.6846
117,01,04,3659.2931,13615.4890
118,02,04,4448.8100,12360.3087
119,02,04,5088.1067,10677.8265
120,00,04,7723.2162,10868.4352
121,00,04,4962.3918,11656.1219
122,02,04,4530.7235,12290.9769
123,01,04,1456.6859,9731.9553
124,01,04,8105.0247,7614.6529
125,00,04,6749.8698,6352.7440
126,02,04,6834.1200,6577.2627
127,02,04,5647.6599,5471.5501
128,01,04,5799.4633,9856.0500
129,02,04,2570.8926,8361.4867
130,00,04,6010.7466,9037.7918
131,02,04,7020.0140,12587.8907
132,01,04,2593.6366,5966.9850
133,01,04,7765.2168,10590.2815
134,02,04,5687.1565,11342.9633
135,02,04,6356.5925,6992.4571
136,01,04,4234.5223,10867.6235
137,02,04,1917.1495,12717.4404
138,00,04,6271.8397,6495.5751
139,01,04,5396.3946,8853.0952
140,01,04,7029.5184,8817.9972
141,02,04,6543.1510,9705.3507
142,01,04,2794.2846,7574.2679
143,01,04,4309.8763,12581.3975
144,00,04,5045.9967,7443.5036
145,02,04,2668.0221,6431.5402
146,00,04,4574.8212,12071.6347
147,02,04,5535.0711,10300.2203
148,00,04,3920.9010,11749.3463
149,02,04,4943.9652,12814.8417
150,02,04,1597.1983,9288.8994
151,02,04,4694.8179,4897.1389
152,02,04,6993.1341,12192.0970
153,02,04,7370.9540,9789.2102
154,01,04,2900.5500,13180.4593
155,00,04,3365.6295,6431.8212
156,02,04,1851.8470,12605.1059
157,01,04,4536.4141,11322.5734
158,01,04,7399.0102,10506.2693
159,00,04,3703.4495,8684.8888
160,02,04,3887.0480,5569.0053
161,00,04,1616.3997,11250.3864
162,01,04,5971.7978,9608.9305
163,00,04,1063.0698,7339.7607
164,02,04,7217.3928,7214.9861
165,02,04,5579.7981,9970.9285
166,01,04,2393.9665,11039.5268
167,00,04,1594.7295,12121.3240
168,00,04,6845.8778,10940.6431
169,00,04,7721.5340,7807.2675
170,00,04,6239.9639,11532.5168
171,00,04,4079.9352,9793.8655
172,02,04,5782.0437,7347.7899
173,00,04,7852.3137,10991.5717
174,00,04,4773.9715,8386.6879
175,01,04,0974.7833,9391.5660
176,02,04,7411.8808,12041.8122
177,01,04,2127.8536,11324.0280
178,02,04,4697.3311,6189.1150
179,01,04,6850.6377,8768.4860
180,00,04,1880.0249,10944.6224
181,00,04,7406.1050,6100.6428
182,00,04,5806.8414,10455.2596
183,02,04,7280.1985,6069.8135
184,01,04,4015.7727,11216.9100
185,01,04,3089.4930,11402.9823
186,01,04,1294.1591,11692.9896
187,01,04,6796.6482,9051.2548
188,02,04,4019.5634,10477.5803
189,00,04,7281.4726,10298.0078
190,02,04,4559.3941,10011.0918
191,02,04,4982.5727,10924.8253
192,00,04,5852.4256,9298.7651
193,00,04,6318.6970,5812.7461
194,02,04,3110.1006,10429.8362
195,00,04,4349.5039,6594.2045
196,01,04,3339.1886,12002.1609
197,00,04,8507.0760,11191.2775
198,01,04,3061.3618,7738.5189
199,01,04,3531.1493,10671.8518
200,00,03,5201.8222,11317.7534
201,01,03,4940.8037,11725.4613
202,01,03,1545.1779,9915.0223
203,00,03,6699.8187,8498.3007
204,00,03,0845.8645,9422.2444
205,02,03,4932.4969,13719.8896
206,01,03,4456.3109,7755.2377
207,02,03,4061.9529,13912.2686
208,00,03,2298.5732,7364.1003
209,00,03,7544.5078,4471.2104
210,00,03,2834.5752,7211.1362
211,01,03,5141.9091,4106.2151
212,01,03,3370.5972,6557.0379
213,00,03,9264.3971,11118.0829
214,02,03,8025.7170,11778.2313
215,02,03,7664.1514,12208.8624
216,01,03,8140.0016,6931.6719
217,01,03,4005.3291,5676.0569
218,02,03,2672.8265,11835.7311
219,02,03,3970.7486,7068.0406
220,00,03,8074.7124,7421.8471
