ID, APP, DR, X, Y
000,00,05,142241.6161,414314.6780
001,01,05,424139.0782,285706.8969
002,00,05,278205.1901,217929.0384
003,02,05,236935.4270,454339.9941
004,02,05,279498.6087,220382.3400
005,01,05,206935.1039,376407.2926
006,02,05,389328.9057,407734.5655
007,00,05,456732.0464,151010.2169
008,02,05,105608.4890,455664.7704
009,00,05,419582.8608,392432.8433
010,01,05,352676.7188,421983.2812
011,01,05,172848.4450,354213.5208
012,02,05,180250.1372,355088.4422
013,01,05,86763.9267,362312.8452
014,00,05,271776.0772,126619.9275
015,01,05,228853.4258,467811.6235
016,02,05,225889.2405,460330.3022
017,01,05,450829.7978,151005.7490
018,02,05,385843.6255,315179.1726
019,00,05,449203.0940,152762.9932
020,02,05,103996.1348,455303.6315
021,00,05,332429.9093,286765.6209
022,00,05,379920.7523,318950.3411
023,00,05,459537.6238,336267.7470
024,02,05,66482.9117,122145.7238
025,01,05,286041.7376,217938.1932
026,00,05,385657.8297,405722.9643
027,00,05,181376.9621,469430.8605
028,01,05,249988.0791,227848.3937
029,01,05,370724.9754,222327.4774
030,00,05,450461.1983,117319.9886
031,02,05,144392.6013,420164.0940
032,01,05,86009.0365,364687.1083
033,02,05,175659.6467,350343.6842
034,00,05,213986.9177,373768.6251
035,00,05,202827.1663,376812.2197
036,01,05,67825.4563,200311.2321
037,01,05,345481.9806,459806.6223
038,02,05,458638.2766,152593.0420
039,00,05,275851.1627,121052.2380
040,00,05,356860.7216,422177.7853
041,01,05,325297.5611,286083.9629
042,02,05,341577.9717,472020.0960
043,01,05,212891.8620,377330.8907
044,00,05,339558.8633,464557.8521
045,02,05,188452.5209,222405.0292
046,01,05,381908.4191,223584.2429
047,00,05,226286.2526,466027.0383
048,02,05,482946.0469,379370.8443
049,01,05,387652.9691,61085.3015
050,02,05,183520.3220,216765.7242
051,00,05,277208.3791,129824.5444
052,00,05,245680.7076,229710.1510
053,00,05,138158.1678,421239.8629
054,01,05,269399.1550,392590.6563
055,02,05,391249.8505,266539.8870
056,00,05,390768.7703,408756.8160
057,02,05,452081.2190,145057.3361
058,01,05,470762.0757,378478.6648
059,00,05,149148.6237,421449.7043
060,00,05,278478.2562,221180.1933
061,02,05,242864.0711,404138.1019
062,00,05,248019.5290,235639.4405
063,00,05,177665.7832,358154.0226
064,00,05,323562.6570,289789.1451
065,01,05,482082.9146,280039.5030
066,02,05,379820.3350,226928.8306
067,01,05,257400.5314,126865.0539
068,01,05,273805.2265,124049.5577
069,00,05,248363.3123,129778.7111
070,01,05,307435.3023,162430.7921
071,02,05,275379.5196,387929.8031
072,00,05,411201.0165,393138.7442
073,00,05,396551.4996,270675.7969
074,01,05,181892.3328,471612.7455
075,00,05,451436.9721,146589.5183
076,02,05,453835.0902,150684.6560
077,00,05,389996.6318,413102.4781
078,00,05,394149.8936,267790.3577
079,01,05,372812.4840,222170.0648
080,01,05,280231.7316,140021.0355
081,02,05,71699.0486,119225.6997
082,02,05,276606.0733,129353.0079
083,02,05,345417.7013,469918.1350
