ID, X, Y
000,808138.3826,395620.3275
001,507812.3083,578475.5345
002,374306.7315,572402.8354
003,354555.0418,415571.1669
004,407577.2336,591029.7254
005,873649.3451,388824.3351
006,436065.9427,682059.6724
007,713771.0911,172389.5862
008,585951.7207,876577.7486
009,265547.1836,480707.1652
010,204518.3787,646408.4562
011,142626.6057,408966.9664
012,695330.1527,124653.5747
013,641276.2209,135871.8672
014,264748.2347,571779.8001
015,787145.0873,343917.4281
016,627241.0902,339914.3268
017,804405.2859,799773.3012
018,719855.6096,716701.8004
019,383990.6191,497969.5813
020,657639.1254,401543.2360
021,830060.3105,704405.4658
022,207549.1688,431489.7493
023,581595.3750,223961.6346
024,779531.4660,337371.0870
025,832823.0014,634832.5515
026,396451.3216,520286.3138
027,667600.6692,102608.2045
028,729933.1147,592308.8453
029,596883.6583,625489.2792
030,415254.6811,413856.0647
031,261597.3448,370978.6638
032,716452.2992,776855.8014
033,740041.1396,116666.9111
034,865316.6305,135984.7269
035,290005.0216,855992.1188
036,191592.2477,230902.4259
037,779999.3393,658672.8501
038,125285.4905,868168.7601
039,830429.7654,839099.8657
040,124645.6841,330254.4793
041,98837.4392,678999.1762
042,685142.8148,792077.5026
043,259231.8746,396124.3327
044,826552.2285,480468.4177
045,159294.5131,271071.0457
046,803119.4374,319930.3194
047,452679.8414,593219.7932
048,585918.3868,732812.9889
049,661095.4310,844279.8101
050,283305.8986,823961.9356
051,549752.8823,710323.1998
052,136164.1047,685690.9428
053,424748.0957,561173.4819
054,816847.5424,608025.5817
055,391119.3251,468346.3429
056,195451.1057,359091.1687
057,424071.5179,677402.8530
058,235386.9641,292084.4699
059,151367.8320,292274.1861
060,237489.6848,459696.3568
061,281418.2418,249485.9914
062,156230.5580,545573.0529
063,351047.2059,223126.8557
064,305784.2543,514996.5099
065,860292.4683,644672.8769
066,446090.7332,626423.2084
067,121905.8673,593712.0987
068,678407.9791,588290.8058
069,604554.0898,507543.3123
