ID, X, Y
000,288556.1116,348961.4766
001,304979.1968,132550.7974
002,344196.6659,104498.4122
003,256396.5834,236682.1099
004,88656.8411,211778.8789
005,164938.2762,122272.7542
006,259861.1575,163064.7848
007,244253.9799,197108.2257
008,377038.6035,299129.6001
009,69734.4563,67976.1347
010,161947.9059,95403.8877
011,338355.8574,363078.6026
012,52554.8469,351514.8518
013,263349.8391,358206.2953
014,88149.9707,276327.3158
015,51599.5226,322975.4453
016,215924.1592,224768.4743
017,294054.7151,120014.4409
018,218605.4006,322626.4262
019,211454.7083,257403.5779
020,54860.5063,89834.0823
021,284993.9544,53292.2330
022,138846.9890,166112.3248
023,312143.6951,232840.6279
024,141845.5669,77734.8416
025,293945.1586,79163.2450
026,164322.9019,86606.2693
027,134008.3362,303672.4515
028,369320.2938,148501.0723
029,197410.6958,228791.3817
