ID, X, Y
000,837913.4217,867913.9586
001,236545.0183,289477.6569
002,753976.6020,864172.2509
003,619761.1743,622449.9466
004,829790.9550,229000.4444
005,371253.7903,221017.1254
006,331284.6540,559940.7361
007,457935.9584,887527.0484
008,412153.0199,959835.8976
009,490640.2277,792611.8169
010,844043.7846,439264.2211
011,405507.1445,711437.6811
012,905834.1866,846354.0653
013,929766.8555,301524.0632
014,279925.1616,383640.1527
015,519167.6467,963633.9240
016,891280.4503,572234.0242
017,761605.8974,204827.7930
018,854025.2614,262262.2474
019,953760.6096,249410.3246
020,325163.5711,608443.4318
021,881384.2489,832225.6534
022,284634.3419,979343.8158
023,117634.7061,740354.7217
024,613955.0983,973472.2849
025,320342.9781,585325.5113
026,680807.5874,932364.7816
027,354090.5623,422815.2044
028,911000.4278,407187.8414
029,361089.4874,222130.3805
030,583523.3711,463761.6506
031,124940.3187,540201.1662
032,121563.9169,276788.4487
033,169655.5558,123735.7054
034,991094.3104,763442.8556
035,612642.0891,410296.1069
036,391386.7719,817162.8115
037,318692.7803,273402.8144
038,963231.4956,452847.6476
039,257411.8776,953828.0048
040,121176.5253,997985.3057
041,401641.9405,217015.2701
042,998510.4083,843929.5913
043,309129.2244,969008.4298
044,761857.4379,324018.8379
045,917944.2411,522516.3621
046,396547.2012,841267.3236
047,132374.5848,704019.0083
048,407602.4198,710022.4996
049,790807.5004,273215.0732
050,219427.0938,947101.3929
051,409345.7696,467465.9495
052,902952.8499,726901.1301
053,686366.0470,558517.2653
054,876700.2489,958700.7306
055,274688.9701,728886.5543
056,980858.7225,980123.5630
057,655494.5501,795233.9165
058,316369.2961,333473.1166
059,657746.0317,411944.0122
060,239944.2239,168259.5254
061,360121.1882,113544.6523
062,725789.0004,965897.9178
063,392515.3956,833816.4386
064,207554.1299,674484.3712
065,630954.8414,848776.3480
066,704556.8035,804432.5077
067,644405.4318,647008.3433
068,549831.2048,723363.1606
069,880495.3673,260964.0884
070,472788.2914,639940.0365
071,455333.9444,548516.6959
072,525523.4996,406851.8164
073,198526.0410,224466.0055
074,582449.9789,898963.3054
075,847914.5951,794813.8766
076,496217.2414,133817.0738
077,410455.0320,702995.8988
078,151062.7950,640877.7107
079,790495.5744,321452.6642
