ID, X, Y
000,145002.8204,344655.3008
001,63610.3470,255497.8718
002,290164.1926,133053.3673
003,120990.8841,154407.8089
004,157175.7524,250266.0081
005,258847.9960,199534.1689
006,122414.5245,270808.5101
007,354572.0867,112444.5311
008,83542.3814,237782.2126
009,364604.9952,166844.0866
010,158157.3537,264935.5072
011,211687.2145,45486.0760
012,112863.7494,237149.2768
013,162950.6514,319441.8368
014,243939.9088,375432.9005
015,168143.9959,304569.9438
016,213550.8487,82890.2238
017,327336.1295,326526.8917
018,70498.1770,327804.0545
019,184707.5515,259369.5501
020,225629.9658,222813.7361
021,53543.9813,103219.6293
022,58178.8290,350883.2490
023,76265.1726,362635.2365
024,358872.1804,97635.6719
025,232320.8326,266338.3498
026,46003.9687,125572.1652
027,75645.5414,354730.6044
028,78740.6304,90763.8896
029,94219.3952,188184.8665
