ID, X, Y
000,228012.6981,294552.9204
001,502134.4124,723248.0528
002,431993.5989,389167.1644
003,715122.2740,141116.4175
004,266373.5466,279983.1512
005,742650.9415,571411.2887
006,198265.9426,313542.0343
007,172364.2799,208105.9026
008,568361.4348,375776.4910
009,618624.2392,517239.4038
010,420992.3624,133348.7179
011,654880.8357,113145.1080
012,339199.7247,697836.7505
013,87558.1093,736672.4257
014,235835.8694,661737.3430
015,676800.7954,541461.6045
016,564446.2402,510226.0647
017,488228.9838,689446.9436
018,367597.0010,208326.1678
019,200685.2264,545161.1369
020,242404.7559,295441.2799
021,518028.7493,575509.4669
022,370315.6011,150214.5392
023,525459.4641,722022.2873
024,475807.4746,500489.3004
025,674433.9727,640925.7848
026,724526.3661,277341.1502
027,336027.0910,534378.2243
028,436401.9257,506166.6852
029,449653.8561,739760.8470
030,399381.7536,174074.4229
031,86391.6596,544453.5528
032,734280.5625,321017.0020
033,368053.7236,540441.8152
034,354976.5560,293460.8344
035,473216.4513,513327.9055
036,121914.9097,216447.7510
037,191593.2811,545153.2351
038,688409.2382,720960.3614
039,538323.2351,203428.1881
040,115494.8150,333240.8380
041,224182.9240,324412.6814
042,354033.9858,314237.4645
043,253480.1331,305248.8235
044,633754.9206,237628.4279
045,598058.1547,349530.8185
046,217037.9079,294683.8430
047,214205.8726,97673.8505
048,265669.6274,603361.6988
049,631908.5358,684620.4572
050,424163.9986,470586.8627
051,329750.1117,747776.3990
052,559742.4739,588256.1499
053,506234.2335,507241.0931
054,484107.5125,344508.8350
055,692878.4902,361302.7239
056,478988.1443,543685.0816
057,381356.9510,111537.2412
058,413416.0637,383524.0258
059,656028.7873,236804.8813
