ID, X, Y
000,462222.8378,140661.9741
001,359617.3638,580378.4346
002,605497.6823,246819.7260
003,715489.2537,814621.6872
004,775006.3115,439835.8423
005,500544.5704,851847.6208
006,598166.8404,820016.8416
007,281698.2465,99186.2567
008,545372.1759,616846.4488
009,392489.6054,827129.5582
010,534110.6235,137993.6534
011,572031.7082,280645.5861
012,612536.8852,782285.7885
013,515432.9320,469680.1358
014,401011.9095,774264.5984
015,480537.4694,627996.1694
016,130041.5725,716931.0679
017,686961.2050,317686.2329
018,727148.2204,721919.2438
019,213032.6682,213849.9154
020,876951.7969,702535.3387
021,662943.2476,805738.3020
022,201579.6734,467089.9325
023,331915.0475,621102.9865
024,802693.8301,124092.7883
025,789566.7444,687361.7251
026,289038.0273,273347.3639
027,800816.7526,396656.1017
028,450447.2337,195184.1547
029,220167.2296,573079.3239
030,436832.5971,733753.0838
031,380250.1285,815261.4855
032,577129.3023,251636.7503
033,223440.4749,774042.1279
034,642530.4629,535280.2004
035,742940.0928,551853.7504
036,810913.9760,619782.5675
037,173264.0027,543251.9886
038,545672.1982,526651.9247
039,290838.0819,753259.1188
040,669498.1178,403794.9361
041,859761.0547,741058.6296
042,664974.3924,729507.1756
043,440356.0401,437960.3656
044,488526.0764,655464.9733
045,587157.6460,792344.9160
046,404058.5253,335018.4901
047,209977.3242,411254.9611
048,446230.0286,141612.9618
049,483609.3778,200420.0793
050,137135.5336,654854.6196
051,499137.1304,662174.0934
052,164237.4890,520301.9272
053,647577.5766,862228.3135
054,729714.6794,484029.2905
055,738361.0767,876987.2010
056,746280.4856,165653.7349
057,568326.9865,578524.5295
058,164998.8607,577680.5286
059,375871.6111,855504.5472
060,98372.6164,830552.9923
061,730191.5610,555432.3535
062,257088.7845,299074.8445
063,641683.2292,426031.9652
064,249575.3515,110356.0574
065,666829.7305,485394.8066
066,115245.2480,713074.5789
067,567545.5026,666340.2008
068,753035.6981,837987.0904
069,611010.6810,723950.3910
