ID, X, Y
000,235766.4677,473738.7233
001,484239.4012,754140.5050
002,432789.6665,453395.4626
003,632610.5656,716874.7387
004,238443.3880,569811.9594
005,380012.9358,170702.6591
006,111754.0207,403670.7664
007,182366.1870,231313.0653
008,178828.0821,443866.0038
009,751902.5077,306289.8406
010,592392.8292,441817.8162
011,326972.2078,256682.4139
012,89353.2122,294376.0829
013,493262.9706,563744.5744
014,651663.6306,745154.3277
015,610581.0724,362044.1955
016,423890.3829,271990.1804
017,273438.1075,580371.9963
018,233742.2559,423761.4547
019,512256.8257,283386.6832
020,608281.6565,221885.8089
021,504665.3887,229976.9739
022,606729.9576,700586.9107
023,340565.7149,265123.9673
024,618613.4147,482252.3926
025,109700.9727,562574.1966
026,121154.7899,527195.9056
027,650039.3749,717090.7926
028,357917.9980,254901.7567
029,418406.1436,620911.5373
030,253707.1270,314975.9144
031,226492.9311,141984.0325
032,127184.3496,294746.3716
033,184592.0418,677372.0003
034,510942.3320,154735.8095
035,733834.6387,190352.7326
036,159545.1171,208774.2009
037,259287.2889,96576.1685
038,598663.5412,537462.8270
039,176455.4139,181336.3916
040,139383.4093,208465.4193
041,230466.2029,194307.0074
042,305118.4549,685123.4818
043,99549.3121,389399.8709
044,647207.5917,277180.1599
045,412509.5908,107103.1774
046,427355.4079,199527.2557
047,415204.0909,426549.5110
048,122704.9743,493644.7929
049,705796.6248,200712.3975
050,194234.4263,737087.1008
051,515180.9589,424947.3939
052,683659.2936,535751.6128
053,214444.3294,522546.3574
054,440064.7179,413037.5347
055,129842.7551,637435.1095
056,581687.7495,565759.3713
057,567763.0581,253589.2806
058,494651.4794,708094.4677
059,566466.6623,699741.1597
