ID, X, Y
000,445899.8578,619827.3252
001,244719.6087,534849.2653
002,338502.5180,299114.4900
003,447995.1367,236013.3258
004,635328.7057,220611.3031
005,367883.2125,561529.2332
006,461231.5875,220084.4993
007,534512.5693,557815.4407
008,362728.5897,445123.9136
009,172757.5159,144927.0583
010,276759.9385,452394.8965
011,368378.2638,300411.0067
012,330168.6073,151882.9906
013,220967.3702,293979.7906
014,432815.8533,630073.6944
015,698383.2027,447360.1902
016,253515.1590,174657.6432
017,152077.3856,310196.0819
018,312680.3995,176269.3687
019,236720.0701,578131.0323
020,717497.1845,430594.5684
021,582378.7259,216788.2687
022,335763.1173,550696.2096
023,123104.4988,146463.5233
024,411619.1345,341080.6333
025,627542.4968,438964.8416
026,559874.7255,716190.0712
027,678783.4919,267808.0651
028,673072.4750,352319.9455
029,667954.1939,210817.2691
030,725708.4917,662400.9188
031,632026.7625,510387.0098
032,248537.5376,183768.9914
033,489776.4120,166437.1774
034,229049.6523,692943.3012
035,419671.8566,528922.1260
036,247869.6291,291329.8056
037,302102.0936,340655.2297
038,744557.5710,209061.7199
039,191522.1853,393901.6001
040,616447.3628,502851.4323
041,683809.9524,167503.4163
042,477735.2304,725464.2163
043,502131.6994,516655.6785
044,412971.8880,557512.2442
045,517127.8917,233977.1652
046,744302.4376,115515.4122
047,435577.6903,594666.4591
048,447800.3652,604962.6165
049,421951.2932,123679.9566
050,537224.5707,657145.6927
051,429952.6009,592644.9348
052,279120.8013,359433.4569
053,180285.7963,300672.7343
054,475914.2361,538893.5614
055,574579.1986,729374.9752
056,705654.2086,623122.0549
057,160718.5752,394321.8252
058,317174.2252,202377.9458
059,750870.4002,134281.8109
