ID, APP, DR, X, Y
000,02,05,34591.7150,23081.5980
001,02,05,33336.0803,24901.6555
002,01,05,31073.6429,25342.1763
003,02,05,38358.2580,35920.7940
004,02,05,31736.3977,23136.5466
005,02,05,32727.4560,25422.5448
006,01,05,15001.3415,15219.7505
007,02,05,35101.5781,36627.7355
008,01,05,35543.9883,37453.1629
009,01,05,33760.3033,36834.8668
010,02,05,35266.7048,37203.0703
011,01,05,37393.5435,37011.8070
012,00,05,33239.5831,24221.8172
013,02,05,32709.6985,23136.0588
014,00,05,32631.1988,35677.2934
015,02,05,15454.8331,14620.3620
016,00,05,33723.4892,23234.3058
017,02,05,34094.0138,26115.1893
018,02,05,34639.5430,26048.4733
019,02,05,31873.8984,27085.4567
020,02,05,31546.9206,26185.0893
021,02,05,14431.0636,19480.7050
022,00,05,35610.4386,27066.2724
023,00,05,36375.8623,23868.7189
024,02,05,16780.8814,17150.1053
025,01,05,36923.9133,33914.7889
026,02,05,36221.8836,26280.1383
027,00,05,16393.6881,16061.9314
028,02,05,36278.9386,26444.3872
029,00,05,14749.6206,14957.2082
030,02,05,37591.6049,35586.9191
031,02,05,16763.8003,15391.6531
032,00,05,31100.2005,25271.4932
033,01,05,30960.5525,25716.3406
034,01,05,36306.1114,25420.9186
035,01,05,12816.2169,17136.8387
036,02,05,33509.9760,36964.5259
037,00,05,12914.2505,18104.7100
038,01,05,15444.6457,19533.9815
039,02,05,17543.9121,18104.1728
040,00,05,15877.8689,19130.1759
041,00,05,13631.1586,16417.9056
042,00,05,34077.1681,36728.4931
043,02,05,31170.6021,25086.7420
044,00,05,36317.4031,37475.9046
045,01,05,35071.3795,23400.8517
046,01,05,31700.4678,23773.2471
047,02,05,35998.5380,37367.1259
048,00,05,35642.1043,23776.2957
049,02,05,16438.9366,18277.1260
050,02,05,31125.7739,24375.7021
051,01,05,34545.7710,35972.4619
052,01,05,15510.6980,16905.1121
053,02,05,36424.0695,25109.0118
054,00,05,15295.8753,16495.7687
055,00,05,34751.4351,34795.1036
056,02,05,17232.4169,17497.8918
