ID, X, Y
000,147421.8257,239116.8153
001,135991.4882,122229.5952
002,106029.7699,427806.9202
003,333149.9397,245840.6168
004,86555.9853,584499.1865
005,356963.4662,441417.6260
006,353914.3803,384653.9285
007,355659.0558,265915.8611
008,170411.6852,171673.5946
009,576541.3634,120226.8262
010,202249.3026,469854.0417
011,137181.4340,455285.9009
012,381765.0825,507087.1063
013,112927.3021,305793.7170
014,582283.0887,387988.7790
015,221487.3957,168619.5178
016,569390.5439,440943.4798
017,460105.7039,590065.8247
018,330338.4105,409801.8013
019,366346.9273,555656.6134
020,339990.5282,180649.7378
021,550402.8271,287976.1791
022,236235.4553,157584.3418
023,193599.5105,209991.9535
024,84338.8551,516698.4148
025,497667.4802,458996.9031
026,77752.8958,483917.2502
027,198378.5846,498086.8115
028,619372.6821,395990.0392
029,236774.2550,282218.1144
030,202582.8988,480431.8294
031,291670.1373,155177.4334
032,558133.5902,235629.5442
033,458861.5911,401380.4226
034,195005.8430,126532.4957
035,419522.7335,607693.5460
036,492359.2180,472118.8808
037,143396.0611,131626.3522
038,619744.6439,358938.9119
039,507482.8181,289417.0076
040,601321.3467,174043.2610
041,427780.2674,471051.3478
042,162626.7438,410727.6311
043,440566.4078,337548.1514
044,576409.6165,584789.2794
045,491017.8683,434051.4253
046,120223.0715,439599.4571
047,570348.5908,594504.5856
048,474254.9233,104754.1353
049,258560.5194,500313.2558
