ID, X, Y
000,674660.6079,840383.1052
001,198753.9261,389953.3232
002,543663.5983,666505.7844
003,250322.4844,817286.7897
004,304366.8844,724363.3690
005,194810.6634,782169.4370
006,613119.2670,782296.3375
007,517114.1693,598789.9248
008,716267.7182,949280.1187
009,143669.3359,235494.7735
010,359310.3922,420318.4487
011,575294.3013,668496.9406
012,503032.4191,902859.3921
013,130513.2154,638842.3863
014,1004358.2460,666253.3388
015,141947.3937,368955.4510
016,202058.4828,119929.5709
017,165866.7569,400834.1862
018,739773.9444,250234.6014
019,314733.9831,515419.9840
020,696600.3715,700219.7310
021,343247.5160,987576.5156
022,862250.4063,503290.4386
023,604814.4861,561361.4447
024,917929.0298,913539.3687
025,999550.0125,759925.0885
026,867084.4500,214563.9006
027,246038.4739,744246.5002
028,398194.1324,130297.2816
029,270038.6376,499123.1984
030,625552.2934,657737.2703
031,497172.2580,399163.9508
032,344036.9041,556344.8885
033,390581.8710,381533.8556
034,381518.8920,766432.6693
035,460458.3202,929474.1299
036,840090.5900,257714.6906
037,580276.7161,991009.1783
038,985651.3233,752699.2867
039,827602.8778,433593.2624
040,448875.0019,411141.4470
041,211373.2199,728770.9369
042,756296.2013,764932.5013
043,654353.9834,123084.2077
044,991785.2315,685717.8866
045,745530.1239,627251.1272
046,356623.4492,499033.6903
047,764266.3953,257530.9516
048,566551.4714,708723.9282
049,553998.9239,313867.6853
050,532783.3998,895033.9751
051,740730.3979,384897.3882
052,919811.7852,320184.8595
053,157862.7737,687455.2304
054,425408.1855,962887.5236
055,249754.1989,875798.0579
056,956078.9935,633069.3705
057,832309.8604,565248.5510
058,855392.4226,408571.0981
059,1002991.9593,931765.8463
060,836175.8442,300760.4658
061,139333.8734,870210.5828
062,442455.9432,983843.0608
063,581074.5898,589372.5232
064,377913.5437,704075.9910
065,699280.4883,411199.6544
066,470461.5624,932801.2107
067,589745.8323,659163.4362
068,504030.8158,745893.4879
069,241634.4359,389178.1228
070,221672.5506,217715.3470
071,182369.7784,792418.0204
072,428246.4324,474950.6254
073,469612.8016,544137.5852
074,122864.1458,882994.2206
075,755760.1290,503297.4904
076,468415.2092,294155.3074
077,600437.4938,380112.3512
078,789447.7197,257917.8067
079,244614.7153,346742.5538
