ID, X, Y
000,160441.5136,127546.2214
001,229670.4475,503852.6925
002,231178.5590,553931.0375
003,225390.4280,141387.0221
004,332765.3204,554520.0080
005,298131.4951,504194.1825
006,147239.5194,330355.0679
007,103204.2757,537256.7320
008,593340.6280,217275.7657
009,462328.2898,211908.6744
010,218707.9991,134656.5041
011,407617.1185,282264.4298
012,268130.9748,220253.3801
013,442448.5464,423651.6489
014,141895.2668,258053.9140
015,571678.5331,581408.4745
016,174940.3364,491622.7471
017,537185.0913,587263.4532
018,198409.5270,84399.4086
019,336542.0479,508310.1019
020,137139.2564,527996.1707
021,532185.4271,274390.8556
022,118541.3190,72150.9064
023,143069.1019,154128.7415
024,368264.7048,95929.6943
025,390061.9518,220253.5079
026,194167.1934,100349.5335
027,406035.5250,615891.7870
028,103349.0384,272103.8606
029,382201.9028,79455.1857
030,338926.0581,119972.6293
031,170579.1071,117307.7631
032,521498.6116,335050.5270
033,421186.4584,236508.7808
034,511072.0657,465987.1953
035,130122.8624,388777.0780
036,264496.6378,302976.7038
037,564267.0712,254526.4847
038,328202.3478,611750.1121
039,348470.0701,553803.1041
040,338927.6184,517536.6665
041,97992.4642,569553.3076
042,486367.8591,467209.3653
043,426711.0906,91408.0961
044,179128.3277,491665.8134
045,321767.6466,198444.8074
046,546705.2641,388809.2432
047,462288.6946,301612.6113
048,578751.6599,621976.8478
049,178702.1321,134678.8244
