ID, X, Y
000,245208.5565,94768.1340
001,488328.6897,131045.7152
002,147008.0020,321888.7625
003,355400.7302,64556.6311
004,449226.1012,346633.5826
005,362432.6487,407234.1084
006,218287.0684,104295.5168
007,245988.1193,88938.3317
008,349234.0822,183712.8450
009,444509.9288,469057.3694
010,85068.1949,132844.4976
011,286722.1491,309655.8732
012,297540.0262,398012.3779
013,201786.3076,182186.5380
014,479404.2728,165367.3691
015,57858.0221,299890.4724
016,490423.7307,255770.2343
017,420054.2224,302752.2452
018,331765.5425,222394.1346
019,86650.6916,310124.6590
020,267288.4458,443241.0664
021,190729.1646,81976.3400
022,380026.8327,489046.2102
023,285221.2905,452098.3770
024,291004.0954,61142.5340
025,76390.6821,71937.4225
026,189504.8339,214441.0382
027,400634.6178,228227.7565
028,485329.9560,98391.7484
029,310033.7011,271332.6152
030,106205.2824,395050.7492
031,212491.4559,272315.7273
032,409749.5528,218636.2828
033,89595.6039,296901.3209
034,233590.6868,175752.8387
035,372410.9194,371058.2170
036,187140.0897,235789.6923
037,456029.1536,140671.4670
038,402371.5845,272187.1683
039,255913.3602,429497.8448
