ID, X, Y
000,499688.0159,567089.0376
001,990610.4672,112250.0851
002,200979.3253,389642.3577
003,909126.6735,592328.7978
004,207319.1088,657135.6336
005,210941.2259,764515.2881
006,120239.8244,396582.5453
007,463261.2952,212149.8316
008,619147.2968,137866.1205
009,496354.0688,530545.5116
010,176546.9668,609375.3024
011,907432.5165,865985.4032
012,295548.7683,640213.4576
013,654453.1068,230271.7434
014,643835.9165,504940.8150
015,571972.7537,959791.9758
016,283063.5807,429271.2588
017,635216.4977,968910.8164
018,951605.5931,844793.1512
019,250272.3307,559425.8716
020,394703.8044,548375.0778
021,506692.4653,252343.6355
022,283138.0118,363142.5079
023,771171.3217,149757.5838
024,937361.0009,195544.8980
025,849329.5153,851485.4428
026,528612.3003,732995.2415
027,578367.8762,728170.4367
028,797033.3136,715112.1550
029,341917.9086,920854.5478
030,467304.7554,456683.3975
031,439336.0390,133887.1112
032,334852.9128,159995.8612
033,510349.1277,243138.4385
034,155694.0241,720663.9546
035,316195.5720,237473.4386
036,530378.4133,119416.4299
037,612768.9108,440906.1055
038,130999.8274,625408.7829
039,424681.0940,572165.6779
040,186888.8336,370129.3011
041,475814.2955,597898.9628
042,159665.0692,783080.4708
043,990872.8720,855995.7552
044,895701.8511,715355.5491
045,632754.8436,914126.9592
046,184997.0938,480452.0729
047,511829.2249,534910.7156
048,997325.6830,378433.4681
049,961031.8415,604159.5565
050,289200.6028,742460.8190
051,625604.4607,656924.1676
052,234317.6793,797273.4520
053,982264.1737,124358.0616
054,250984.5992,130110.8249
055,996690.0287,366540.7333
056,309158.1325,689602.4331
057,757705.2819,272540.8654
058,695407.0034,500290.0116
059,568692.0164,805400.8270
060,698539.4430,878733.7774
061,949167.0278,406546.6343
062,911890.8638,646944.3105
063,718140.3530,1004668.0515
064,506742.9924,630247.2081
065,751321.6131,543595.8722
066,274099.9865,459521.9005
067,815631.6093,378002.9430
068,468329.1691,810519.5471
069,267280.8926,513930.4418
070,481508.8893,330356.0622
071,933469.0393,189020.5690
072,798867.3887,633906.2742
073,673667.7599,606301.0834
074,613153.5094,569453.3803
075,204401.6116,217520.7224
076,629154.4426,330703.2107
077,855894.7512,417028.2171
078,432658.9785,899415.8316
079,757779.2629,999311.7328
