ID, X, Y
000,150278.1347,170115.8155
001,243079.5656,202884.7799
002,234616.3398,44958.5917
003,96370.1233,38709.3266
004,194247.9161,109868.1865
005,245105.8447,220962.1833
006,211695.3008,155290.7236
007,208808.8896,152280.6209
008,65575.1862,157637.1742
009,229189.1530,35292.1366
010,225654.6676,149172.6147
011,237916.9494,221359.8097
012,94860.9103,60461.5326
013,44922.4893,144228.3471
014,219200.3197,195904.3068
015,188884.8990,208253.4256
016,235979.7074,198853.4566
017,182254.2531,160550.5243
018,63488.4919,59379.4602
019,225278.3573,50445.4700
