ID, X, Y
000,95498.8965,205553.6638
001,274837.5205,191654.7701
002,179516.8532,295485.6367
003,257641.3662,219227.7825
004,344678.8878,185730.7017
005,48759.9850,133139.3577
006,166178.4464,88786.2874
007,262290.9477,163822.2502
008,54984.0270,158337.2840
009,219487.4526,364265.8251
010,69289.5071,70395.7496
011,352091.8061,99951.9314
012,182639.8608,167129.5438
013,72801.4589,253837.5195
014,246151.8106,232544.1388
015,181781.0396,116320.3222
016,74322.4910,257336.4125
017,152996.9471,236478.6008
018,124457.0141,130112.9171
019,351328.2150,125738.3189
020,126994.5654,319859.9336
021,142554.6262,314347.0464
022,299151.3231,236167.1610
023,150511.0139,185937.8015
024,229185.5596,375662.0975
025,62404.9008,347246.2540
026,135361.2103,91737.7495
027,201435.4642,282262.4483
028,317611.2886,370424.1952
029,244538.4185,305236.8045
