ID, APP, DR, X, Y
000,00,05,5387.2038,6338.2974
001,00,05,13683.7722,9937.2277
002,02,05,5718.9561,5536.2528
003,00,05,3017.1934,8680.2696
004,02,05,3856.3662,6431.1022
005,01,05,5442.7769,8000.3560
006,02,05,11478.8096,11160.5603
007,00,05,13878.0060,12734.5858
008,01,05,12472.5091,12382.1718
009,01,05,4872.9752,12696.9179
010,00,05,6504.5688,7450.3355
011,01,05,10575.8945,11634.9967
012,01,05,6199.3446,6966.9841
013,01,05,10136.0074,11691.8707
014,01,05,6505.7735,8007.2301
015,02,05,5246.8570,9216.3751
016,01,05,3743.3386,8845.9156
017,02,05,4696.5052,8822.5308
018,01,05,11062.5830,11729.3684
019,00,05,7710.6271,8654.8946
020,02,05,8176.2054,7571.7254
021,01,05,2923.6758,8549.6405
022,00,05,7333.6158,10262.4937
023,00,05,6804.8061,8958.8595
024,01,05,11391.0220,12822.2427
025,01,05,7149.5553,8701.9573
026,02,05,2924.9293,8352.1032
027,02,05,6460.0989,11962.9425
028,01,05,2885.3355,7383.2155
029,00,05,3843.4804,9428.6065
030,01,04,6760.1697,9032.2671
031,01,04,2487.0569,12041.9488
032,02,04,8100.6491,10315.7724
033,00,04,11413.2823,9985.6235
034,01,04,7143.5184,12073.7754
035,01,04,3589.1954,12116.0477
036,00,04,8583.6703,9626.7421
037,00,04,13177.2858,10783.3448
038,02,04,12631.2559,9227.6907
039,02,04,8529.0212,12966.7078
040,01,04,13012.9550,9872.8067
041,00,04,1736.5990,7759.5772
042,01,04,10075.2306,10051.6470
043,00,04,8884.6675,10548.3693
044,01,04,4148.6349,13062.4569
045,00,04,0879.8925,9691.4293
046,02,04,11541.7139,8056.3438
047,00,04,12303.9119,13929.3282
048,00,04,8121.8375,9292.9026
049,02,04,7378.9400,7036.6362
050,01,04,5194.1051,5761.3507
051,01,04,9377.1177,13574.2391
052,01,04,8029.5589,11311.2578
053,01,04,7630.8634,10965.0302
054,00,04,3941.4924,7208.0750
055,02,04,13429.2489,12193.5721
056,00,04,9657.4866,13377.7898
057,00,04,11256.4851,13523.3248
058,01,04,13933.9555,12618.1984
059,01,04,5913.3416,7356.0452
