ID, X, Y
000,169430.7670,209516.3690
001,192150.3875,202135.1844
002,377444.4147,111436.3418
003,114077.6930,154792.8324
004,396857.0268,154239.6561
005,135680.2582,214422.6287
006,452774.5196,181807.9694
007,109252.4142,287990.1360
008,144783.8030,494739.5876
009,285925.5138,269715.9877
010,410546.5958,114902.6162
011,361266.3073,497788.2926
012,294037.8392,453961.9863
013,238524.5029,440685.9653
014,305770.3563,160351.2898
015,117969.5575,216445.2363
016,437178.6896,188648.8903
017,77321.3508,204575.3036
018,83444.5770,116839.0485
019,424343.4954,396054.5407
020,123236.2210,123192.3165
021,413937.5356,363317.5840
022,217786.8532,398448.0546
023,181200.0180,197693.8316
024,188518.4403,199027.4551
025,416243.8803,448997.2685
026,101225.6404,400208.5633
027,213587.9688,286037.9733
028,119790.8488,98322.6124
029,448089.6697,70714.6135
030,449786.6195,443137.3465
031,187442.6846,197289.2664
032,362939.2178,129027.1166
033,207597.0691,287933.9617
034,483070.0001,246936.5012
035,491980.5451,83819.9216
036,163998.3801,355875.3293
037,346586.4629,281000.9192
038,349554.8623,462708.4877
039,132632.8938,388086.5023
