ID, APP, DR, X, Y
000,00,05,8608.1966,5144.4561
001,02,05,7189.4890,3234.6516
002,00,05,5206.5316,7464.7527
003,02,05,9602.7075,6609.1625
004,02,05,5052.9050,6292.2316
005,01,05,2899.0856,5539.4515
006,01,05,4326.0265,6610.8765
007,02,05,6457.0326,6848.3971
008,02,05,6259.8347,1256.2898
009,02,05,8080.1711,8335.3599
010,00,05,7010.6119,3971.3794
011,02,05,2270.6430,4137.2623
012,01,05,7703.2319,5829.5159
013,01,05,6332.7253,4653.5339
014,02,05,8924.2535,5631.0009
015,00,05,4910.7802,2846.2504
016,02,05,10802.6803,5753.5223
017,02,05,3401.8522,3548.9714
018,00,05,8944.4712,6618.6614
019,02,05,8019.5486,2596.0816
020,02,05,3866.2083,7986.0829
021,00,05,4337.7397,7982.1943
022,01,05,8888.3109,5677.2018
023,00,05,8806.0088,3481.5108
024,02,05,5663.7163,3986.1443
025,00,05,8774.3164,8242.1040
026,01,05,8041.7643,2188.8299
027,00,05,5500.9639,3553.1040
028,02,05,8319.5644,3659.5215
029,02,05,5239.5649,3076.1288
030,01,05,8013.0736,2665.8889
031,01,05,4585.6292,7061.1237
032,01,05,4615.3069,1687.8663
033,01,05,2044.7809,3245.7114
034,02,05,3626.9137,7527.6620
035,00,05,3508.5855,4431.9918
036,00,05,2001.0319,4560.8175
037,01,05,2783.9498,4666.0667
038,01,05,3248.1126,1079.8090
039,02,05,7990.4017,5040.1424
040,00,05,7925.8433,2162.5273
041,00,05,7583.7124,7574.0780
042,00,05,5878.7944,7852.2787
043,01,05,5115.4145,0120.0869
044,02,05,3901.3754,2858.2123
045,02,05,10927.5376,6296.3530
046,02,05,2723.1721,6974.9960
047,02,05,6243.9230,4604.2984
048,02,05,9714.5436,4655.8737
049,02,05,3639.9475,2527.2368
050,01,05,4677.2362,7635.4523
051,02,05,6939.1217,1352.9438
052,01,05,6599.2079,2209.9258
053,02,05,8580.9160,8239.7513
054,01,05,4975.2233,4599.2910
055,02,05,3020.0602,7542.0893
056,00,05,5528.2205,0637.4337
057,02,05,5722.8377,6839.1872
058,01,05,8854.3814,6811.6101
059,00,05,3970.2796,2318.1158
060,01,05,4063.1235,7668.8918
061,00,05,10422.8718,4554.7118
062,00,05,7327.0935,6811.8491
063,00,05,2741.7022,7627.4332
064,01,05,6848.5593,1665.9734
065,02,05,9679.0017,4768.9609
066,02,05,10207.9022,4544.5330
067,02,05,7867.2305,4617.5784
068,01,05,3576.4014,6520.2579
069,00,05,5093.8746,0310.4648
070,01,05,2819.1043,7354.6028
071,02,05,3026.2896,2438.8888
072,02,05,6977.5628,3373.5241
073,01,05,8877.8878,3351.0908
074,02,05,8502.9997,4035.7934
075,01,05,3294.8895,1734.5007
076,00,05,8701.2124,7715.8475
077,01,05,8227.7027,8241.4687
078,00,05,7703.0370,7581.8736
079,01,05,3851.6878,7018.7082
080,01,05,6754.9289,1243.1532
081,02,05,9588.4003,5970.2158
082,02,05,5257.0034,5416.6268
083,02,05,4105.8772,3666.9057
084,01,05,5091.6219,7096.7323
085,00,05,10198.5772,4516.6838
086,00,05,8199.1513,2516.0601
087,00,05,5858.7010,5715.9468
088,00,05,6498.2995,7581.4355
089,02,05,1908.5175,3589.3657
090,02,05,5662.6533,2732.5883
091,00,05,8920.0637,4700.1454
092,01,05,5917.4515,2165.7584
093,01,05,5018.6185,1448.4117
094,00,05,3276.7058,3211.8446
095,01,05,9220.3715,4709.2023
096,02,05,10157.2779,4115.1989
097,01,05,6739.8800,1428.1828
098,00,05,6959.1158,3467.6784
099,02,05,7099.7081,2178.9020
