ID, APP, DR, X, Y
000,00,05,9402.6894,3562.4985
001,02,05,12004.4305,6851.1158
002,00,05,4303.6220,7912.6011
003,00,05,9688.2497,11381.2060
004,00,05,7706.8283,2052.8158
005,02,05,12161.9870,10258.5896
006,01,05,7305.7362,10570.0916
007,01,05,13777.8076,8442.0253
008,02,05,7099.0086,5820.0017
009,00,05,4695.7130,8032.0268
010,02,05,9919.5405,7499.0379
011,02,05,10187.7454,5802.8246
012,00,05,4832.7005,4583.4395
013,01,05,11113.7073,9453.6691
014,00,05,11684.7193,5531.3454
015,02,05,7823.2591,6716.6405
016,02,05,5974.1529,3727.4345
017,01,05,6315.6443,2336.3446
018,00,05,6745.4338,1203.2389
019,00,05,11902.5387,5492.3123
020,00,05,3471.1848,6524.1535
021,02,05,6290.8929,2167.5412
022,02,05,7722.0125,1388.6348
023,02,05,8756.3734,11489.4477
024,00,05,4317.8706,1950.2625
025,01,05,8546.4782,6526.9642
026,00,05,6136.8641,4028.1513
027,02,05,9242.9382,12186.2773
028,01,05,7391.2193,7289.4263
029,00,05,12080.9710,9647.3873
030,01,05,6356.7168,6336.6723
031,00,05,4865.4816,5159.1317
032,00,05,5632.2149,0486.5116
033,00,05,7087.4440,2902.6642
034,01,05,13534.6188,8267.4119
035,00,05,7507.2451,4014.6971
036,01,05,8590.0605,1592.2364
037,01,05,8005.1000,7870.8441
038,00,05,8863.9852,8338.7335
039,02,05,11032.3933,5146.7065
040,02,05,8323.7463,10862.2525
041,01,05,5022.6390,3011.3968
042,02,05,10810.9269,10352.5247
043,01,05,8184.5437,3337.7622
044,01,05,8848.5655,3175.6478
045,02,05,7339.6842,11667.5914
046,02,05,12892.6872,8914.2052
047,01,05,5685.4082,5704.4443
048,02,05,10576.4818,3995.3446
049,02,05,10339.6292,11054.3975
050,02,05,6902.6517,6947.1750
051,01,05,8912.8781,10784.3742
052,01,05,6525.0830,0533.2739
053,00,05,7390.4730,9172.5237
054,02,05,8013.0836,3800.1764
055,02,05,9212.9657,6974.7584
056,02,05,6424.2607,6925.6653
057,02,05,6988.6329,10898.5081
058,01,05,13966.2592,8081.7485
059,00,05,6559.4045,0711.5420
060,02,05,11033.0500,11326.0054
061,01,05,4777.5621,7172.7803
062,00,05,8657.7234,8674.1401
063,01,05,6384.9662,10631.4495
064,01,05,7116.4381,11223.7168
065,02,05,2960.0691,7699.8783
066,02,05,3596.0399,5345.5850
067,00,05,12706.1221,5914.1865
068,02,05,7542.1159,7833.7542
069,02,05,13116.3794,7430.2391
070,00,05,7704.0814,12676.6031
071,00,05,8756.5890,6424.4709
072,00,05,9810.6206,6514.3789
073,01,05,10824.9250,5719.7122
074,02,05,6261.2626,0520.3592
075,00,05,5589.9987,1051.0292
076,00,05,9668.8123,5830.5921
077,01,05,11797.7760,2791.3116
078,00,05,9381.9930,9563.6187
079,02,05,12405.3539,2799.2645
080,00,05,13959.6587,6557.6994
081,01,05,6823.1190,4634.1310
082,02,05,7277.0793,8086.1718
083,02,05,7737.1863,5193.0415
084,00,05,5447.2912,4689.8940
085,02,05,4601.9587,9728.0156
086,02,05,7688.4095,12151.9404
087,01,05,13564.6250,4747.0796
088,01,05,11815.5835,5500.1076
089,02,05,10795.4792,8294.2857
090,02,05,6385.4587,10416.1736
091,02,05,12308.6890,10019.4245
092,02,05,13962.0029,8100.9387
093,02,05,7471.1664,8396.7310
094,01,05,4106.4307,7272.5212
095,02,05,12729.1645,8655.1941
096,02,05,7184.3159,8142.9215
097,00,05,12201.5998,8358.3129
098,00,05,6929.0844,9036.2297
099,00,05,13766.3338,6727.6452
100,00,05,12335.6742,5176.7563
101,01,05,11053.1816,5050.1186
102,01,05,10052.0363,8690.7768
103,00,05,13952.9306,5115.4862
104,02,05,6345.2437,2194.2102
105,00,05,9151.0585,1828.0676
106,02,05,4432.4665,5542.8306
107,02,05,3392.6544,8337.8975
108,00,05,10152.2782,3167.3330
109,01,05,12598.4594,8945.4268
110,00,05,8621.6427,2372.5978
111,02,05,3818.1477,7951.3657
112,01,05,3940.1915,8757.0463
113,02,05,8797.4714,2706.8635
114,01,05,9565.5038,9943.6132
115,00,05,7839.7819,8161.4957
116,02,05,10326.4473,5154.3388
117,01,05,4736.9009,9986.1784
118,01,05,5167.2364,7903.2107
119,02,05,4294.7045,9752.7682
120,01,05,3350.6908,9336.1012
121,02,05,4548.9151,0733.9239
122,00,05,11070.9345,10277.1098
123,01,05,8812.0786,10132.3683
124,01,05,9480.8609,3913.7868
125,02,05,11778.3684,4444.3838
126,01,05,4932.1853,4543.6307
127,00,05,11303.2973,4374.5642
128,02,05,10020.3825,5737.7644
129,01,05,10141.1923,4878.0424
130,01,05,6814.2981,7359.5181
131,02,05,9939.3355,9908.9284
132,02,05,7966.9020,4739.9761
133,00,05,9221.1046,7323.9450
134,00,05,4688.0298,5722.6418
135,01,05,3025.3852,7497.9808
136,02,05,11431.8715,2855.5787
137,02,05,10519.1333,4491.1983
138,01,05,9530.8957,3332.0708
139,02,05,9030.8131,12276.9837
140,01,05,12523.6444,8354.6928
141,00,05,12725.6908,8833.1165
142,01,05,6849.8965,4886.7333
143,00,05,5843.5272,6261.1436
144,02,05,6505.5848,6980.1041
145,02,05,10574.3128,12143.4830
146,00,05,9710.7944,10750.3468
147,01,05,12480.5997,8082.8548
148,00,05,10214.4733,10499.6599
149,02,05,9056.2015,10051.5876
150,01,05,6544.4174,3813.8331
151,00,05,8612.8205,6404.5684
152,02,05,6984.3283,4284.0962
153,02,05,12134.6296,7968.6515
154,01,05,12655.9786,7881.8780
155,01,05,6569.7297,4244.2943
156,02,05,8413.5807,4229.5710
157,01,05,12832.8118,7133.9673
158,01,05,10661.3376,2999.9293
159,02,05,10068.3714,9056.9884
160,01,05,12421.3742,4831.8852
161,02,05,5790.2957,0745.3737
162,02,05,5629.7932,0289.0070
163,01,05,4296.6648,1289.6397
164,02,05,11666.7323,3283.8738
165,01,05,11989.6056,3343.4823
166,00,05,4783.1314,6001.2180
167,02,05,13930.2678,4113.9405
168,02,05,3443.8076,8126.0521
169,02,05,13203.5629,3269.7979
170,02,05,10221.8640,7617.4445
171,00,05,6561.9971,0329.8224
172,00,05,6994.6917,0052.3417
173,02,05,4205.8836,7772.5691
174,01,05,11784.1412,6549.9456
175,01,05,5280.6218,2176.1133
176,01,05,7235.2211,4842.2250
177,02,05,13187.6987,9713.5354
178,02,05,4582.5059,6912.0350
179,00,05,9428.5185,7096.5898
180,00,05,12956.7141,5570.9843
181,01,05,9737.2195,5618.8954
182,01,05,11704.0513,8834.2205
183,02,05,8785.0901,11496.9049
184,02,05,6120.7526,8346.3228
185,02,05,4646.1855,9229.0755
186,01,05,6931.3432,11549.3468
187,02,05,10465.9166,11209.5443
188,01,05,7124.3153,3240.0469
189,01,05,8496.4451,4809.4386
190,02,05,12030.7167,3807.8438
191,02,05,6141.4303,3144.4468
192,00,05,13228.0404,5393.9816
193,00,05,9555.9663,4287.1638
194,02,05,11231.9872,5544.3904
195,02,05,8590.6191,12580.8953
196,01,05,6774.3617,2465.1388
197,02,05,11621.4488,8436.8685
198,00,05,9096.5380,9910.2443
199,02,05,13650.4261,6561.3135
200,00,05,9645.9086,2110.6243
201,02,05,11672.5243,9761.5615
202,00,05,3295.0331,8286.3461
203,01,05,12812.2981,7260.5721
204,01,05,4787.5440,10021.8781
205,02,05,4066.0024,5679.9854
206,01,05,12371.1635,4192.6011
207,01,05,3214.4329,8765.6032
208,02,05,8362.3115,10330.2064
209,01,05,13518.6852,5369.9613
210,02,05,5005.6985,10607.4179
211,00,05,3433.9839,5762.8313
212,01,05,4151.4556,6059.9505
213,00,05,8937.7025,1928.2611
214,02,05,3249.8639,8354.2499
215,01,05,6409.1765,3805.2115
216,02,05,8004.3654,11123.7305
217,01,05,6298.1477,5515.5842
218,02,05,4842.1777,6896.4691
219,00,05,6576.5815,0248.5782
220,00,05,7376.8757,4577.0711
221,01,05,9493.8710,2822.5308
222,02,05,8713.6487,1195.8632
223,02,05,8847.4209,7275.6781
224,01,05,5295.8615,1770.2549
225,02,05,8734.3280,8242.1517
226,02,05,5810.1696,6879.7004
227,01,05,7772.0960,0890.8501
228,02,05,10107.5182,4593.3988
229,00,05,12080.6468,10345.4563
230,01,05,11379.6727,10948.1935
231,00,05,11236.1538,3943.3014
232,00,05,10660.0641,6330.5188
233,02,05,13383.4087,6380.1412
234,00,05,5325.7797,10509.6682
235,01,05,7958.5346,11990.7559
236,01,05,6962.5497,11176.7663
237,00,05,12353.8565,9102.4525
