ID, APP, DR, X, Y
000,02,05,10218.7661,10280.5695
001,00,05,3980.1340,11964.4462
002,02,05,9390.9144,7261.3096
003,02,05,9872.8582,9528.3608
004,00,05,6055.0848,9412.0672
005,00,05,6108.0531,9809.0219
006,02,05,8367.9811,2493.5092
007,02,05,0988.3830,9882.6461
008,01,05,7091.5814,0846.8876
009,02,05,13553.6327,8759.9810
010,01,05,4085.4304,10295.9514
011,00,05,6934.1117,0670.7031
012,02,05,8127.1939,1857.5433
013,02,05,12045.6174,9265.6798
014,01,05,10166.5233,3654.9931
015,02,05,3799.0024,11015.2214
016,01,05,5792.5434,10622.0880
017,01,05,5741.9401,4467.2319
018,02,05,10104.9937,3801.3294
019,01,05,4812.2440,9502.7815
020,02,05,1427.8493,8897.2936
021,02,05,9024.4652,8225.7779
022,01,05,1621.0388,7605.5737
023,01,05,3984.2569,10551.1509
024,00,05,10488.7596,9444.9956
025,00,05,12044.0612,9363.0086
026,00,05,8181.3234,5048.3646
027,01,05,8485.0699,3014.4236
028,01,05,7452.6862,5392.4628
029,02,05,1240.2561,9646.2834
030,00,05,5834.2112,7611.7361
031,02,05,6835.7639,1274.6915
032,02,05,5824.3339,2315.7204
033,01,05,8747.0881,7422.7325
034,01,05,10299.3563,10505.0434
035,01,05,5267.9334,2706.6340
036,00,05,7861.9086,6153.8495
037,00,05,5034.7494,10464.4083
038,02,05,4446.8814,11814.9742
039,02,05,5870.3411,5243.3448
040,01,05,7316.8642,4426.9924
041,00,05,6507.1702,3271.3055
042,01,05,12157.2078,9555.1199
043,01,05,10080.3201,4487.2538
044,00,05,12712.5123,6640.5031
045,01,05,8817.7397,2357.5575
046,00,05,6315.8621,5176.5433
047,00,05,1408.0376,8847.2682
048,01,05,8873.6612,8077.3849
049,01,05,4474.6991,10119.6508
050,00,05,12444.5845,10246.7079
051,02,05,10258.6302,2526.5968
052,02,05,7938.6688,4738.6728
053,01,05,2369.3689,11731.0643
054,00,05,11509.5747,7129.7039
055,02,05,9046.9156,7688.4064
056,01,05,6489.8521,8300.7849
057,01,05,12868.1362,7583.0189
058,02,05,3891.0759,10889.8808
059,01,05,5495.0627,2852.9644
060,00,05,6558.3375,0610.8410
061,00,05,2461.3296,8522.5905
062,00,05,2399.1963,6932.8935
063,00,05,11143.6622,5640.0091
064,01,05,7564.6991,3247.9191
065,01,05,4196.5871,6444.6185
066,00,05,8642.2913,1150.6349
067,02,05,5924.7314,8726.8204
068,01,05,7105.3383,5944.0350
069,02,05,3127.8059,9274.2126
070,00,05,5876.0053,4533.1057
071,02,05,13059.2322,8099.3496
072,01,05,6134.1042,0880.6103
073,01,05,9510.0150,5044.8255
074,02,05,9480.9719,11020.0633
075,01,05,5262.4676,3054.6746
076,01,05,12060.1310,8122.4768
077,02,05,9149.1937,9692.6780
078,01,05,9381.6657,8247.0496
079,02,05,7947.0216,0420.1764
080,00,04,4204.4853,9030.0221
081,01,04,2869.4148,10496.4102
082,00,04,11861.7389,11488.5494
083,01,04,7835.7192,0623.5133
084,00,04,5871.2333,9173.0161
085,01,04,6625.1997,8890.2951
086,00,04,11427.3184,11053.2200
087,02,04,1559.7075,9645.8188
088,00,04,3772.3932,8139.9828
089,01,04,10074.0996,7988.9476
090,02,04,5712.9768,6147.3011
091,02,04,8979.0054,10688.8661
092,00,04,4630.8357,12191.0516
093,02,04,4230.1477,9175.0992
094,01,04,5720.9723,12212.8666
095,00,04,13768.3584,8097.2501
096,01,04,6166.2750,7673.7312
097,01,04,5952.7562,2016.4564
098,00,04,9230.6934,12418.4101
099,02,04,12796.9826,9441.8191
100,00,04,4631.6874,5689.5523
101,01,04,10919.6820,9161.6157
102,00,04,1294.5777,6831.0876
103,00,04,7676.9714,9873.9848
104,00,04,3040.0732,10320.6664
105,02,04,4851.1542,2846.9864
106,01,04,2442.3888,6625.6234
107,00,04,12494.6698,7331.1911
108,02,04,5812.2656,0277.4855
109,01,04,13086.9207,5860.0809
110,00,04,7712.0571,6024.6113
111,01,04,4869.7805,1940.4410
112,00,04,6074.3976,0076.4310
113,02,04,12007.4639,5641.9194
114,00,04,5821.9991,7227.0990
115,00,04,1327.9096,7526.4803
116,02,04,9814.7160,10631.1144
117,02,04,3741.9262,12044.9902
118,00,04,0983.9470,6932.9114
119,02,04,5859.6735,1632.1235
120,00,04,4572.0025,7902.2779
121,01,04,3928.1390,12716.8401
122,01,04,7964.1898,1234.2168
123,01,04,2974.5456,12306.1979
124,02,04,5674.5962,9950.9186
125,00,04,3777.0996,1851.8744
126,01,04,1225.1890,10466.0377
127,01,04,5316.3679,3016.4564
128,00,04,4808.4779,6822.0554
129,02,04,12170.2371,5985.6430
130,02,04,8641.7783,6098.8038
131,00,04,7515.4550,0619.5155
132,00,04,7607.9894,10429.3164
133,00,04,6961.7689,11300.2307
134,00,04,11228.6314,5063.4494
135,01,04,11278.1452,6557.6211
136,01,04,6348.2285,6380.1259
137,02,04,10835.1961,5151.9199
138,00,04,7273.6207,9279.0475
139,00,04,6865.9816,5826.3573
140,02,04,6704.5208,1592.6250
141,02,04,2824.1643,6318.6142
142,02,04,13187.2425,7701.3381
143,02,04,8694.8242,7608.4871
144,00,04,2378.1736,10345.5874
145,00,04,10281.1257,5810.7803
146,00,04,9010.5038,4739.6251
147,01,04,4841.3829,8779.5549
148,02,04,5151.5304,10333.6337
149,01,04,6394.7753,12332.8035
150,00,04,4481.2311,11592.9993
151,01,04,4154.1187,4383.5563
152,00,04,7953.1229,0315.2351
153,02,04,7838.4825,1397.0518
154,02,04,12376.5159,5268.6711
155,00,04,9605.4923,4769.0539
156,00,04,6547.7658,6163.7707
157,00,04,10632.0429,6038.9523
158,00,04,4635.2829,12273.1202
159,02,04,1322.4142,7586.0398
160,00,03,0358.7186,7712.5559
161,00,03,12163.1947,7177.2281
162,02,03,0235.1095,5835.5287
163,02,03,1217.0507,7181.8245
164,00,03,13022.6716,6240.1742
165,00,03,10237.6063,3309.7609
166,02,03,7801.6395,8565.4683
167,01,03,4749.4196,9188.6823
168,00,03,4038.8580,5842.9175
169,00,03,3320.5802,1931.2770
170,02,03,7788.5286,0060.1884
171,00,03,8899.4350,11121.4059
172,01,03,8156.7362,4521.5983
173,00,03,6341.5329,9626.5200
174,01,03,6377.3631,12236.6816
175,02,03,12856.6692,3821.2496
176,00,03,7743.3631,8819.9982
177,02,03,9557.4574,3589.1613
178,00,03,0841.3882,6522.5033
179,02,03,1586.3020,12182.2811
180,00,03,11592.6620,9514.4281
181,00,03,1022.8317,6486.1053
182,00,03,3238.4152,10297.1430
183,02,03,1189.2115,10657.2359
184,02,03,12357.7201,11658.5631
185,02,03,1779.3688,10711.4236
186,01,03,10310.1547,3269.8702
187,00,03,0786.3962,11189.8669
188,02,03,11805.1564,1017.4859
189,00,03,9908.9099,12348.2857
190,00,03,8679.2456,10594.8236
191,00,03,8495.2570,4987.5175
192,00,03,9695.9392,0992.6463
193,01,03,10363.0401,11629.1619
194,02,03,11135.5121,0162.2759
195,02,03,2587.4101,9364.1589
196,00,03,7571.6764,9056.8762
197,01,03,12592.7224,2278.6020
198,01,03,1162.5288,8433.0143
199,02,03,13584.4933,12718.9591
200,02,03,8847.2153,5065.1151
201,01,03,8272.4454,12572.6060
202,02,03,3334.0010,6142.8015
203,00,03,7115.5500,11444.7828
204,00,03,10985.7837,9492.7819
205,02,03,5742.0299,8311.9650
206,02,03,9650.5948,2515.2901
207,01,03,9568.0025,10267.1146
208,02,03,4980.0675,2463.6219
209,00,03,9031.5614,4848.0287
210,00,03,8491.9188,8895.7195
211,00,03,5496.6003,11502.3674
212,02,03,4851.2640,3864.4681
213,01,03,5545.4721,2249.8119
214,02,03,11817.8246,10926.7296
215,02,03,13831.5524,7908.9007
216,01,03,4480.7905,8386.6431
217,00,03,5214.6575,11889.5947
218,02,03,2397.6012,3704.7187
219,00,03,3698.9036,2642.3088
220,02,03,9925.5686,10869.4583
221,02,03,9355.0101,1935.4589
222,00,03,12386.6671,11672.9333
223,01,03,9333.0567,11005.8821
224,00,03,2376.2961,1372.7870
225,02,03,12440.9633,8815.6427
226,02,03,4364.4163,2508.9605
227,02,03,3024.5574,13559.4364
228,00,03,13794.2729,9261.5988
229,02,03,1754.9588,6371.5134
230,00,03,4945.5366,0750.8398
231,02,03,13729.4246,11281.0676
232,01,03,3434.7887,3776.1529
233,00,03,12647.0741,9208.9508
234,02,03,4162.5709,6783.8467
235,01,03,8643.8272,3723.7905
236,01,03,11186.7871,4921.9116
237,00,03,13051.4684,12025.9843
238,02,03,12003.4129,11677.1426
239,02,03,9517.5731,11209.9843
240,00,03,5952.2284,4002.7961
241,01,03,11251.3455,8184.1182
242,00,03,6650.4422,2039.4161
243,00,03,13155.5111,10102.6630
244,00,03,3222.2554,13942.5699
245,00,03,4966.2625,3807.6184
246,00,03,10119.1909,9861.2701
247,00,03,5459.2515,5493.4698
248,01,03,9672.5800,4621.8265
249,00,03,5636.3121,10998.4967
250,00,03,1171.9406,9442.6032
251,01,03,4473.9634,5218.7237
252,02,03,9916.5500,13540.3083
253,01,03,6572.2157,9891.3013
254,00,03,5969.5761,3222.9334
255,02,03,4433.1342,2623.0385
256,00,03,10873.4534,3075.6442
257,00,03,1408.3129,7747.4628
258,00,03,1751.6560,3081.1992
259,01,03,3588.1032,13001.8998
260,01,03,0213.0717,13625.3257
261,01,03,6677.6273,12712.4046
262,01,03,9104.1921,6097.6207
263,01,03,7487.7844,13351.4789
264,02,03,7087.5042,9830.5034
265,02,03,8256.4733,12924.1826
266,02,03,0239.1422,6064.5303
267,02,03,12126.7140,7208.7600
268,00,03,2906.9397,4164.8826
269,01,03,8061.9018,4898.3225
270,01,03,10583.9549,8147.4209
271,00,03,0835.4718,13287.7021
272,02,03,5698.5845,5623.4511
273,00,03,4056.8096,2403.8454
274,00,03,12300.3334,7164.0086
275,01,03,3713.9043,8905.2985
276,00,03,7981.5073,10226.0330
277,01,03,11340.3032,3599.7045
278,01,03,11080.9340,12993.0034
279,02,03,7178.6581,11581.1449
280,01,03,5439.6324,6958.7424
281,00,03,13615.0394,10812.3354
282,02,03,3346.5021,12128.5697
283,01,03,2615.6548,3741.7910
284,01,03,12573.4790,12929.4467
285,00,03,9514.9575,3861.0288
286,02,03,7247.7134,8658.8386
287,02,03,5504.0414,4788.8743
288,00,03,13061.1332,9566.2376
289,00,03,7840.4047,7826.6201
290,01,03,5134.6696,11241.1478
291,02,03,10535.9836,4267.0713
292,00,03,3223.1979,10628.2611
293,01,03,12581.7188,4280.4104
294,02,03,4992.4905,7282.6670
295,00,03,12018.7298,6803.1499
296,00,03,11327.2566,6934.2545
297,00,03,5538.5759,0678.7853
298,02,03,9919.1706,5779.6892
299,00,03,8794.6286,5614.5447
300,02,03,9988.7360,7204.4340
301,02,03,12426.3976,10498.6859
302,00,03,1612.5688,3366.5417
303,01,03,10544.0144,5572.3191
304,00,03,8162.4701,0209.7809
305,00,03,5583.2219,3854.4939
