ID, X, Y
000,452601.9186,72605.0345
001,515098.0941,72306.2292
002,438160.1038,88016.1728
003,573239.9068,232488.8891
004,360467.9439,569259.4477
005,229018.7859,417060.8379
006,128739.3528,276186.2382
007,116502.6612,403586.4779
008,302912.5370,375409.4507
009,154605.0152,431527.4280
010,178092.1637,302057.5950
011,593464.2821,121555.8833
012,354245.3757,419389.7687
013,395725.3256,115447.5785
014,629084.1652,557962.2327
015,166350.2452,251261.9435
016,129440.9011,116940.8504
017,410537.0722,109415.6599
018,476488.9418,584032.4510
019,548861.7272,400044.3900
020,471956.4835,521961.6647
021,332850.6758,195223.9132
022,450033.9346,615482.9415
023,107719.1978,384326.1217
024,305674.7221,218399.1165
025,349963.8434,238648.0330
026,444954.0790,387006.1858
027,472956.9551,189446.2043
028,82310.7327,420125.3678
029,336220.9201,264135.6480
030,352453.1804,582430.0697
031,254178.2857,350400.4379
032,617765.8286,202103.2232
033,394160.7303,329639.7668
034,304521.3252,573352.1686
035,254415.1060,123106.6484
036,516094.1553,418179.8022
037,565293.9917,574953.7145
038,417067.8062,233932.8796
039,598671.4281,412316.0262
040,506197.5563,140749.0627
041,442336.6310,345275.2963
042,320315.4554,75187.8012
043,304589.5423,111060.0103
044,592765.6472,238333.7738
045,240841.3755,475694.9128
046,602200.6025,300428.1831
047,571284.8618,130848.1472
048,100886.6459,504007.9780
049,244822.1971,91137.3891
