ID, APP, DR, X, Y
000,00,05,2069.1298,4156.0319
001,01,05,1479.4019,3878.8266
002,02,05,4598.3855,5082.8986
003,01,05,0889.6123,7228.1112
004,00,05,1300.0844,12632.2577
005,01,05,0198.9848,8366.2697
006,02,05,2447.8208,11629.4043
007,01,05,3660.2668,10303.3442
008,02,05,1645.1522,9205.2055
009,01,05,1449.9390,10529.7663
010,00,05,3207.9505,3605.6188
011,01,05,3943.9661,4233.8144
012,00,05,2807.7449,4412.7042
013,02,05,1545.8344,3865.5748
014,01,05,0004.5015,8069.9982
015,00,05,1306.6495,6256.4115
016,00,05,2655.5016,12027.8197
017,01,05,0314.8863,9511.5586
018,02,05,1876.2016,8561.6366
019,02,05,2704.8268,5273.7557
020,02,05,3683.5545,9051.1180
021,00,05,3209.0961,9908.5390
022,00,05,2268.6463,10716.3084
023,01,05,2167.7100,5960.1107
024,00,05,2213.7264,3941.3897
025,01,05,0783.2625,9507.7686
026,01,05,0226.3243,9714.1387
027,00,05,0468.4546,5296.0336
028,00,05,0136.7692,8092.9922
029,02,05,4175.8144,6609.5365
030,01,05,1170.5135,6659.5225
031,00,05,3470.4309,3753.0724
032,01,05,5265.9243,6058.1912
033,01,05,4072.7193,6554.9016
034,02,05,3990.9259,7974.6444
035,02,05,2407.3713,6720.1097
036,02,05,1936.1480,11342.9168
037,00,05,0779.6322,11494.2899
038,02,05,1091.2226,12480.1942
039,02,05,2445.6304,9877.7086
040,00,05,1782.7572,5414.8948
041,02,05,2474.9876,8505.0796
042,02,05,1691.9102,4911.6887
043,01,05,3099.6112,6053.4803
044,02,05,0485.0619,5002.4374
045,00,05,1686.7431,12042.9676
046,02,05,3712.1817,8387.4898
047,02,05,4054.3859,9697.4509
048,00,05,1555.6217,3683.6157
049,02,05,1703.2338,8808.2107
050,01,05,3452.4563,5534.2613
051,02,05,4233.4228,6103.8250
052,01,05,1600.3140,8772.5954
053,02,05,5018.4577,5717.3278
054,02,05,0518.9407,6294.2096
055,01,05,4751.8346,5488.5611
056,02,05,2275.4107,4127.1447
057,02,05,0796.4504,12233.0126
058,00,05,4108.1473,8004.1204
059,01,05,3488.8442,3955.3073
060,00,05,1933.3067,4731.3131
061,02,05,3793.2561,10705.5322
062,01,05,2685.3970,6115.6674
063,00,05,1807.7256,4605.8282
064,02,05,0279.2768,5020.4509
065,02,05,1624.6377,4298.8352
066,00,05,4340.5674,7767.6075
067,01,05,1906.1093,11449.1000
068,02,05,2219.1767,2988.4623
069,00,05,0448.3948,10291.2137
070,02,05,3631.9335,5340.2731
071,00,05,3146.1966,5452.7691
072,01,05,3032.7462,9863.0348
073,02,05,1094.6592,8948.5453
074,00,05,3824.0573,3521.5182
075,00,05,2097.3410,10525.1409
076,00,05,0728.3914,9413.1424
077,02,05,0124.2762,5218.4756
078,01,05,1752.8299,9348.2783
079,00,05,0776.0574,8550.1232
080,01,05,1795.3276,8098.6545
081,02,05,1312.9714,3485.7017
082,01,05,1840.5200,7877.3964
083,01,05,0741.7721,9129.6855
084,01,05,0931.1245,6816.7865
085,02,05,3073.3278,4044.7252
086,02,05,0585.5321,7837.2426
087,02,05,2391.6169,9251.0030
088,02,05,4291.5803,3862.6858
089,02,05,0166.3992,7685.5623
090,01,05,1418.4268,5462.6682
091,00,05,0390.8075,12068.6266
092,01,05,1162.1543,6642.3382
093,02,05,1180.3871,10470.7423
094,01,05,2666.9231,7042.5160
095,02,05,2330.8200,11392.7479
096,00,05,2075.8459,6101.0781
097,02,05,0792.9531,6980.0579
098,01,05,1351.9617,4146.9344
099,00,05,1314.8119,11588.8548
100,02,05,0754.1638,12083.5771
101,01,05,2538.2696,10803.2465
102,02,05,2281.1323,4909.3423
103,01,05,4480.8870,6124.4366
104,02,05,3495.5078,8526.8824
105,02,05,0306.3490,10411.0542
106,01,05,2117.2390,3228.2358
107,02,05,1629.0006,9523.2226
108,01,05,0378.8375,9334.8732
109,00,05,3327.2907,5887.4253
110,00,05,0913.2829,9633.3977
111,00,05,1790.0498,12426.8208
112,00,05,0693.1258,6161.1564
113,00,05,0152.2844,9734.8776
114,01,05,3777.8531,8524.9211
115,01,05,0992.5880,4329.4379
116,02,05,0161.2536,9372.6786
117,00,05,3196.0044,9811.3346
118,00,05,1310.4662,7561.4453
119,02,05,2750.7392,4215.9163
120,00,05,1054.3187,5085.6040
121,01,05,3647.5021,11551.2926
122,02,05,2899.2930,6733.0601
123,02,05,4907.1285,6497.7174
124,01,05,1919.4052,7056.8415
125,02,05,3993.7844,7892.9064
126,00,05,0096.7480,5443.8357
127,00,05,3850.5919,5016.4791
128,02,05,0215.1364,5969.6769
129,02,05,0036.9899,6867.3473
130,02,05,0994.3812,8891.8429
131,01,05,1834.0002,10449.2640
132,02,05,3406.2458,6083.7538
133,01,05,3432.7009,4623.6033
134,00,05,2180.6480,9186.5029
135,02,05,1602.2354,3379.5466
136,02,05,2624.6772,8063.6249
137,02,05,2527.0012,7994.3305
138,00,05,1610.2798,4165.1645
139,00,05,3358.1759,3673.1705
140,00,05,1238.7265,4580.6187
141,00,05,1350.9893,3849.8492
142,01,05,2630.4776,9714.1549
143,00,05,3121.4045,11603.4278
144,00,05,1018.2599,6944.1711
145,02,05,4669.3993,4371.5950
146,02,05,1258.7207,6884.2661
147,02,05,4678.7411,5520.1956
148,01,05,1861.0573,9709.2791
149,01,05,5161.3792,6106.3791
150,00,05,4452.0951,5281.1402
151,00,05,4430.2330,9379.4165
152,01,05,4868.2639,6832.1258
153,02,05,2424.6770,5712.2803
154,01,05,1378.4685,11819.3294
155,02,05,3343.0061,11083.3994
156,02,05,3807.1207,11425.9358
157,02,05,2642.9195,11641.3587
158,02,05,2818.3128,11498.7497
159,00,05,0054.3353,12284.4945
160,00,05,0592.1912,6878.1764
161,01,05,0645.3846,8749.7140
162,01,05,0767.2238,4525.8541
163,01,05,0937.7756,9602.8949
164,00,05,2986.4228,6749.5180
165,00,05,2449.4181,12109.5166
166,02,05,4114.3655,7875.3101
167,00,05,3679.1075,10636.6425
168,02,05,4334.7754,7853.5467
169,01,05,3750.7062,5270.1474
170,00,05,4338.6981,5019.5104
171,00,05,1342.0906,12642.9727
172,00,05,4515.3433,7797.6658
173,02,05,1930.8997,4789.5917
174,02,05,0026.0964,5766.5303
175,02,05,2507.8603,11236.2423
176,01,05,3758.8924,4341.9770
177,01,05,4356.2599,7952.7774
178,02,05,4905.7896,4959.9586
179,00,05,2185.8804,6360.9633
180,01,05,1708.4864,7174.8935
181,01,05,0373.1848,11531.7527
182,02,05,0015.0923,7983.9650
183,00,05,0705.9697,6090.8333
184,00,05,2389.6318,6098.8502
185,02,05,0134.3011,12179.4049
186,00,05,1411.2241,4906.3569
187,01,05,3210.3075,4626.4011
188,00,05,2037.7900,11463.0969
189,00,05,3258.9924,8254.8071
190,02,05,1122.3038,11839.3265
191,02,05,0735.1500,10888.3889
192,01,05,1665.0798,3124.6419
193,01,05,2713.3124,3041.6820
194,01,05,2387.4334,12055.3036
195,02,05,0362.5367,4055.8921
196,00,05,2021.0638,11049.6778
197,00,05,0137.6832,4159.7483
198,00,05,3686.0274,5567.9221
199,01,05,3008.4434,5604.9089
200,02,05,0915.8331,9172.3773
201,02,05,0077.8935,10822.3194
202,00,05,2465.4820,11343.4298
203,02,05,2807.1793,3704.2879
204,01,05,0594.9849,5755.9493
205,02,05,1049.9071,5398.8317
206,01,05,2033.1504,11551.5378
207,01,05,0108.0774,10601.1041
208,02,05,3521.2640,8487.6954
209,01,05,2477.0925,5036.0286
210,00,05,2186.7471,9245.2653
211,01,05,0637.3626,8235.1386
212,01,05,3580.4069,7645.7241
213,02,05,2280.7855,12170.1614
214,00,05,0005.3370,6803.9688
215,00,05,3850.5481,4238.6998
216,01,05,0792.7418,6122.2105
217,02,05,0464.8135,9547.0596
218,00,05,2853.0126,8849.8974
219,00,05,3259.9666,7642.2628
220,00,05,4525.6755,4070.5461
221,01,05,4308.9239,7407.0966
222,01,05,2695.7570,4174.1511
223,02,05,2496.2403,3264.0486
224,00,05,2447.6742,11365.7749
225,00,05,1842.1322,6885.8981
226,00,05,3709.5071,4388.1948
227,02,05,0502.3472,7657.2372
228,02,05,2947.1696,11001.4713
229,01,05,1793.4741,7907.7279
230,01,05,1441.4868,6553.5519
231,01,05,2584.2181,11260.1341
232,01,05,2279.2779,11245.6613
233,01,05,4116.9476,9184.4634
234,00,05,2079.0653,4257.7702
235,02,05,3176.2182,6277.5328
236,01,05,4454.6078,9936.5843
237,00,05,3568.3820,8825.0580
238,01,05,0603.4145,10738.9444
239,01,05,3422.1027,11388.7186
240,02,05,1100.8964,9098.3225
241,01,05,4336.9633,9890.4523
