ID, X, Y
000,176636.1234,56933.6607
001,256843.1074,192052.9988
002,48048.5706,311745.8097
003,295605.3562,259985.4062
004,377725.5274,233651.0752
005,274690.8140,363978.0695
006,200912.2808,220547.8156
007,100249.8137,42134.2237
008,147353.3103,289541.7287
009,166909.4024,291736.5288
010,281798.1289,368322.8683
011,314615.1416,370946.8548
012,172807.2407,114359.8864
013,358129.0512,325124.2632
014,185246.8812,153620.1441
015,352688.0518,99143.3116
016,86581.9731,163819.9383
017,131485.4498,163299.8246
018,99814.6962,83064.2659
019,362624.2970,220752.4565
020,359645.7600,137816.7929
021,317018.8659,374182.4122
022,249825.3182,252821.8584
023,115615.3870,96005.6283
024,45701.2636,155636.0130
025,276719.1096,213948.5879
026,67826.8194,186145.3158
027,304081.1784,146363.0551
028,73719.5221,48062.4018
029,81408.3594,188067.6973
