ID, X, Y
000,89265.0682,332787.4682
001,88644.3083,490323.0378
002,182008.4449,473182.3166
003,281487.7474,221887.9662
004,446517.5104,121960.3381
005,452368.6029,150404.2424
006,413274.7974,393964.7741
007,271823.2171,390328.0759
008,144745.6041,420021.1750
009,208889.2409,324794.2217
010,276998.1026,125589.4470
011,61754.3112,202704.2098
012,249224.6631,405115.6816
013,235739.7420,449224.9850
014,186815.1961,220013.3452
015,375923.3324,225190.4965
016,476875.9453,376520.7730
017,223738.7247,464616.0093
018,103460.0863,455296.5894
019,84460.8185,363568.7483
020,175234.0104,356461.9002
021,327007.3496,289445.0354
022,208948.4245,377974.3888
023,355266.6183,422180.6875
024,483831.6086,273961.2732
025,312722.7418,165736.4202
026,141557.8548,135495.3842
027,107382.8733,432137.3282
028,284767.9337,143117.5408
029,387977.9496,57597.8215
030,379828.9983,314895.2751
031,460251.1126,337607.4042
032,350693.3578,469931.8809
033,254419.3703,132040.3721
034,389951.4205,410870.8850
035,344222.2921,465986.2611
036,394463.7183,269924.9723
037,247193.2722,231494.5920
038,422145.8117,286130.9138
039,70998.3284,122471.1310
