ID, APP, DR, X, Y
000,02,05,8446.2807,10473.2874
001,01,05,9548.4627,7452.9932
002,00,05,10194.1952,6998.0578
003,02,05,7230.0197,5093.4624
004,02,05,6769.3531,1363.0733
005,02,05,8804.1140,6236.2358
006,01,05,2354.6095,0959.7183
007,02,05,5459.3398,10947.8698
008,01,05,7710.0836,2634.9544
009,00,05,9449.9872,11640.6889
010,01,05,0897.5198,0696.0783
011,01,05,6966.1498,1303.2030
012,00,05,7313.3015,10515.8905
013,00,05,3154.6108,3790.8124
014,01,05,7573.3945,4162.0289
015,00,05,11753.7184,6737.7486
016,02,05,7933.6397,0758.3597
017,01,05,10014.5733,7018.2592
018,01,05,10131.7248,8550.0943
019,00,05,9450.6113,12528.0585
020,01,05,9381.0775,5198.0568
021,00,05,0640.8938,2252.2440
022,01,05,3067.9955,2037.6708
023,00,05,6705.4120,10439.1489
024,01,05,11472.1610,5338.7416
025,01,05,1539.2543,0347.1281
026,02,05,0439.2338,1574.3692
027,01,05,1983.1355,1469.4655
028,01,05,8454.0935,8297.8928
029,01,05,3726.7126,3794.2089
030,01,05,6855.9368,3954.6844
031,01,05,9734.5505,10667.7770
032,00,05,5436.2723,0598.9474
033,00,05,5474.6046,11625.3412
034,00,05,7665.8991,10646.7918
035,00,05,7562.7474,1647.3151
036,00,05,7043.5022,10100.5678
037,00,05,10242.2177,9568.0730
038,00,05,7409.0472,4752.7882
039,00,05,6347.3961,1648.2174
040,00,05,11778.4888,6677.3336
041,01,05,10057.6433,11555.4492
042,01,05,9238.3137,13330.3928
043,02,05,8355.6494,5954.1549
044,01,05,6639.0705,9358.5340
045,00,05,7487.4529,9884.3772
046,01,05,1855.6185,3949.0336
047,01,05,0874.7915,0169.9785
048,01,05,9197.6270,10719.7868
049,01,05,1499.7163,2214.2626
050,00,05,11873.0285,7075.3334
051,00,05,8096.7786,1370.4459
052,00,05,7089.4870,13142.0409
053,01,05,3708.2317,2145.5335
054,01,05,9780.6486,6667.8075
055,01,05,2082.7519,2305.1836
056,01,05,7098.6023,11690.1247
057,01,05,8585.3869,13378.2536
058,01,05,6188.5076,2296.4131
059,02,05,1339.4733,0922.1116
060,01,05,4816.7686,0661.5912
061,02,05,8193.6150,6588.8758
062,02,05,8806.2888,9057.8743
