ID, X, Y
000,593108.5865,268824.0296
001,286018.0117,240218.2253
002,522836.1329,469169.8118
003,545824.2125,583789.6939
004,728738.1515,343813.6747
005,302193.8897,851787.8118
006,282057.6978,701450.1164
007,890941.8049,356980.3254
008,188071.5396,388893.2938
009,769538.4140,136232.3953
010,474927.3553,332876.7848
011,455986.6224,438507.1772
012,320649.8929,518058.1536
013,904706.5003,458447.5674
014,650322.6017,746350.6098
015,405476.4632,884048.3910
016,633925.0274,805532.2281
017,495592.3156,765676.3049
018,825634.2206,284686.4165
019,440553.4607,303803.4848
020,280791.5123,398479.9302
021,367593.5063,256016.7254
022,332551.7151,364187.0334
023,498151.9272,446534.6425
024,631780.0224,615661.0192
025,844849.2361,121040.4347
026,217119.6816,531361.6722
027,597605.6969,571034.5330
028,894935.9825,116826.6049
029,517892.9416,262831.0133
030,513380.4007,440695.0175
031,613079.9989,332167.3482
032,346294.1792,226205.4066
033,555134.0916,475560.0741
034,626019.3571,322572.2871
035,551710.8008,885913.6542
036,127992.0892,487690.5119
037,746061.1437,780580.0687
038,697117.5417,353513.2072
039,1001956.8282,419797.3670
040,461402.9393,673115.6115
041,199032.8893,305652.4197
042,994346.7818,812502.8781
043,978825.3177,964622.2866
044,727109.6452,666122.2459
045,754683.1946,303219.4528
046,454488.8496,179926.8718
047,965000.0946,618791.7485
048,611882.8409,279051.3339
049,519895.7056,123599.5734
050,219289.5192,894431.8352
051,167525.8734,628094.8364
052,641948.4706,434130.9954
053,513156.5943,598305.3725
054,314037.0244,374487.2586
055,849853.1837,442151.5445
056,248856.0330,921719.4111
057,280397.8041,499131.7957
058,812457.0239,379805.7073
059,614024.9821,323740.7047
060,547932.7333,745412.0774
061,239815.4671,1003525.9273
062,518108.5333,728414.4875
063,129345.9266,640688.6649
064,371364.5595,192442.3879
065,920121.8742,934191.0402
066,415758.9364,124863.5767
067,186612.8227,458493.8645
068,809443.9664,1004727.7114
069,681767.2305,893234.9383
070,728272.1837,394902.9929
071,252336.3670,349766.2481
072,371999.8422,553637.3833
073,726303.7324,824435.0451
074,208050.8539,414338.3263
075,556539.3533,171220.5652
076,865858.4294,981027.0239
077,613844.3042,610437.6958
078,907746.7078,902934.5503
079,486214.4794,219056.7467
